 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
153001,925668212,Sun Nov 04 16:31:58 +0000 2012,128,128,0,0,93,93,13093,13093,47,47,4,4,1,89.0,1.0,1.0,1.0,1529240411000.0,1529240411000.0,1352046718000.0,0,0,0,0,0,0.0,7.38908918163357e-08,5.24849380502499e-10,89.0,2.6524646111416616e-10,2.2574166903333293e-11,7.223733409066654e-10,1.0,1.0,0.1642857142857142,1
153002,925688634,Sun Nov 04 16:48:26 +0000 2012,6149,6149,0,0,3733,3733,60628,60628,37197,37197,50,50,1,140.0,0.0,1.0,0.0,1529237246000.0,1529237246000.0,1352047706000.0,0,0,0,0,0,0.0,3.421646672822787e-07,2.106783504263288e-08,140.0,2.0992774178430625e-07,2.821837000084768e-10,3.4702951427042484e-08,0.0,1.0,0.0814285714285714,1
153003,925700215,Sun Nov 04 16:46:19 +0000 2012,356,356,0,0,284,284,3653,3653,12918,12918,1,1,1,114.0,3.0,3.0,1.0,1529232915000.0,1529232915000.0,1352047579000.0,0,0,0,0,0,0.0,2.0616830277647812e-08,1.6028414450730842e-09,114.0,7.29067105192046e-08,5.643807905186917e-12,2.0091956142465423e-09,3.0,3.0,0.4928571428571429,1
153004,925714927,Sun Nov 04 16:54:41 +0000 2012,1096,1096,0,0,4204,4204,24572,24567,9985,9984,11,11,3,427.0,7.0,4.0,1.0,1529246988000.0,1529234718000.0,1352048081000.0,5,0,1,0,0,0.0142857142857142,1.386690268919097e-07,2.3724751304476163e-08,142.33333333333334,5.634910603596444e-08,6.207713233806797e-11,6.1851397311384105e-09,2.333333333333333,1.3333333333333333,0.5190476190476191,1
153005,925735904,Sun Nov 04 17:10:41 +0000 2012,130,129,0,0,269,269,1620,1609,349,347,6,6,2,243.0,2.0,2.0,1.0,1529248799000.0,1529246049000.0,1352049041000.0,11,0,2,0,1,0.0314285714285714,9.142224675047242e-09,1.5180607639430295e-09,121.5,1.969528649130548e-09,3.386009138906386e-11,7.33635313429717e-10,1.0,1.0,0.2457142857142857,1
153006,925771154,Sun Nov 04 17:30:37 +0000 2012,718,718,0,0,435,435,94826,94801,54625,54607,13,13,2,201.0,1.0,2.0,1.0,1529250295000.0,1529230375000.0,1352050237000.0,25,0,18,0,0,0.0714285714285714,5.35135265023446e-07,2.454852469630681e-09,100.5,3.082673934564965e-07,7.336340713838817e-11,4.051917409643285e-09,0.5,1.0,0.2042857142857143,1
153007,925789506,Sun Nov 04 17:44:48 +0000 2012,5165,5165,0,0,5416,5416,1557,1557,1740,1740,4,4,1,140.0,5.0,1.0,1.0,1529223992000.0,1529223992000.0,1352051088000.0,0,0,0,0,0,0.0,8.788025509814977e-09,3.0569008452895265e-08,140.0,9.820914827924253e-09,2.257681569637759e-11,2.9152313267947566e-08,5.0,1.0,0.4957142857142858,1
153008,925803498,Sun Nov 04 17:52:19 +0000 2012,764,764,0,0,348,348,6165,6165,2100,2100,3,3,1,64.0,1.0,1.0,1.0,1529233822000.0,1529233822000.0,1352051539000.0,0,0,0,0,0,0.0,3.4794675266713894e-08,1.964078993157572e-09,64.0,1.1852200820778451e-08,1.6931715458254933e-11,4.311943536702256e-09,1.0,1.0,0.1642857142857142,1
153009,925814468,Sun Nov 04 17:54:17 +0000 2012,1496,1495,0,0,5000,5000,64533,64496,97619,97574,15,15,5,624.0,14.0,6.0,4.0,1529250637000.0,1529224613000.0,1352051657000.0,37,0,45,0,1,0.1057142857142857,3.641838118932739e-07,2.8216866711083776e-08,124.8,5.509004622938574e-07,8.465060013325134e-11,8.442486519956267e-09,2.8,1.2,0.7205714285714285,1
153010,925852152,Sun Nov 04 18:19:21 +0000 2012,614,614,0,0,407,407,60323,60323,3990,3990,21,21,1,83.0,1.0,1.0,1.0,1529237736000.0,1529237736000.0,1352053161000.0,0,0,0,0,0,0.0,3.4045288648856706e-07,2.297039683053674e-09,83.0,2.2518890258929144e-08,1.1852047504699548e-10,3.4653129370883443e-09,1.0,1.0,0.1642857142857142,1
153011,925862246,Sun Nov 04 18:20:12 +0000 2012,234,234,0,0,117,117,14242,14242,6189,6189,3,3,1,97.0,0.0,1.0,1.0,1529237528000.0,1529237528000.0,1352053212000.0,0,0,0,0,0,0.0,8.037957490548996e-08,6.60329326214178e-10,97.0,3.4929728204611524e-08,1.6931521184978923e-11,1.320658652428356e-09,0.0,1.0,0.0814285714285714,1
153012,925898652,Sun Nov 04 18:45:11 +0000 2012,258,258,0,0,259,259,10407,10407,317,317,0,0,1,140.0,3.0,1.0,2.0,1529231190000.0,1529231190000.0,1352054711000.0,0,0,0,0,0,0.0,5.87380450200729e-08,1.4618193197077812e-09,140.0,1.7891765418817243e-09,0.0,1.4561752296702995e-09,3.0,1.0,0.3299999999999999,1
153013,925912224,Sun Nov 04 18:53:12 +0000 2012,106292,106292,0,0,6167,6167,30022,30022,70854,70854,284,284,1,125.0,0.0,1.0,1.0,1529227645000.0,1529227645000.0,1352055192000.0,0,0,0,0,0,0.0,1.6945072155206886e-07,3.480789420463688e-08,125.0,3.99915442836929e-07,1.6029579948300426e-09,5.999352506566018e-07,0.0,1.0,0.0814285714285714,1
153014,925916688,Sun Nov 04 18:55:51 +0000 2012,369,369,0,0,495,495,18529,18529,9438,9438,6,6,1,121.0,5.0,1.0,1.0,1529232234000.0,1529232234000.0,1352055351000.0,0,0,0,0,0,0.0,1.045791058419286e-07,2.793818198054652e-09,121.0,5.3268800309575376e-08,3.3864463006723063e-11,2.0826644749134683e-09,5.0,1.0,0.4957142857142858,1
153015,925928384,Sun Nov 04 18:57:36 +0000 2012,182,182,0,0,113,113,17551,17551,3492,3492,1,1,1,80.0,1.0,1.0,1.0,1529244309000.0,1529244309000.0,1352055456000.0,0,0,0,0,0,0.0,9.905250642375343e-08,6.377376346580899e-10,80.0,1.970778601969956e-08,5.643695881929999e-12,1.0271526505112598e-09,1.0,1.0,0.1642857142857142,1
153016,925945362,Sun Nov 04 19:11:59 +0000 2012,1381,1381,0,0,222,222,6392,5588,186,180,5,5,2,287.0,12.0,2.0,2.0,1529249990000.0,1529242638000.0,1352056319000.0,804,0,6,0,0,2.297142857142857,3.6073523190340135e-08,1.2528664186882835e-09,143.5,1.049698891333427e-09,2.8217712132619003e-11,7.793732091029371e-09,6.0,1.0,0.6599999999999999,-1
153017,925955978,Sun Nov 04 19:13:36 +0000 2012,818,818,0,0,441,441,44046,44046,341,341,5,5,1,140.0,0.0,1.0,0.0,1529244132000.0,1529244132000.0,1352056416000.0,0,0,0,0,0,0.0,2.4858382394860826e-07,2.488885854818513e-09,140.0,1.9245126451091e-09,2.8218660485470675e-11,4.616572855423002e-09,0.0,1.0,0.0814285714285714,1
153018,925976881,Sun Nov 04 19:21:23 +0000 2012,294,294,0,0,431,431,1448,1448,1865,1865,2,2,1,77.0,3.0,0.0,0.0,1529245307000.0,1529245307000.0,1352056883000.0,0,0,0,0,0,0.0,8.172091422857286e-09,2.4324388144002003e-09,77.0,1.0525518303611077e-08,1.1287419092344318e-11,1.6592506065746143e-09,3.0,0.0,0.2485714285714285,1
153019,926051108,Sun Nov 04 20:05:08 +0000 2012,206,204,0,0,174,174,3590,3569,10672,10657,1,1,5,571.0,16.0,6.0,5.0,1529254756000.0,1529242837000.0,1352059508000.0,21,0,15,0,2,0.06,2.0260136998707777e-08,9.819676428343043e-10,114.2,6.022734876050401e-08,5.6434922001971516e-12,1.1625593932406134e-09,3.2,1.2,0.7537142857142858,1
153020,926069178,Sun Nov 04 20:19:43 +0000 2012,80,80,0,0,486,486,4441,4441,2876,2876,2,2,1,140.0,0.0,1.0,0.0,1529232845000.0,1529232845000.0,1352060383000.0,0,0,0,0,0,0.0,2.5065972159939843e-08,2.7430899504009827e-09,140.0,1.6232770982208285e-08,1.1288436009880588e-11,4.515374403952235e-10,0.0,1.0,0.0814285714285714,1
