 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
284001,870129925990174720,Thu Jun 01 04:08:35 +0000 2017,219,219,0,0,326,326,452,452,3437,3437,0,0,1,38.0,0.0,0.0,1.0,1529236854000.0,1529236854000.0,1496290115000.0,0,0,0,0,0,0.0,1.3719111927890649e-08,9.894757717903432e-09,38.0,1.0431988428354019e-07,0.0,6.6470918411682565e-09,0.0,0.0,0.0,1
284002,870140268846174208,Thu Jun 01 04:49:41 +0000 2017,2229,2229,0,0,2612,2612,21444,21444,8944,8944,8,8,1,111.0,3.0,1.0,1.0,1529248002000.0,1529248002000.0,1496292581000.0,0,0,0,0,0,0.0,6.506971948560451e-07,7.925858389125117e-08,111.0,2.713969273825997e-07,2.427521711830051e-10,6.763682369586478e-08,3.0,1.0,0.3299999999999999,1
284003,870143592366432256,Thu Jun 01 05:02:53 +0000 2017,234,232,0,0,455,455,11893,11790,10103,10079,0,0,2,281.0,9.0,5.0,2.0,1529250613000.0,1529240831000.0,1496293373000.0,103,0,24,0,2,0.2942857142857142,3.608615284532322e-07,1.3805767715985926e-08,140.5,3.0654872798814466e-07,0.0,7.100109111078476e-09,4.5,2.5,0.7799999999999999,1
284004,870147397426589702,Thu Jun 01 05:18:00 +0000 2017,34,34,0,0,142,142,344,344,22,22,0,0,1,140.0,0.0,1.0,1.0,1529240522000.0,1529240522000.0,1496294280000.0,0,0,0,0,0,0.0,1.0441251539401673e-08,4.3100515075437136e-09,140.0,6.677544589152232e-10,0.0,1.031984163778072e-09,0.0,1.0,0.0814285714285714,1
284005,870156088225615872,Thu Jun 01 05:52:32 +0000 2017,7,6,0,0,52,52,217,207,1199,1160,0,0,6,767.0,21.0,7.0,5.0,1529246362000.0,1529238821000.0,1496296352000.0,10,0,39,0,1,0.0285714285714285,6.5857339648758836e-09,1.5781482312144971e-09,127.83333333333331,3.6388456331272734e-08,0.0,2.1244303112502847e-10,3.5,1.1666666666666667,0.86,1
284006,870164212399579136,Thu Jun 01 06:24:49 +0000 2017,26,26,0,0,327,327,878,878,851,851,0,0,1,80.0,1.0,1.0,1.0,1529253874000.0,1529253874000.0,1496298289000.0,0,0,0,0,0,0.0,2.664191820597328e-08,9.922445618853374e-09,80.0,2.582263370533401e-08,0.0,7.889406302452223e-10,1.0,1.0,0.1642857142857142,1
284007,870182915052679170,Thu Jun 01 07:39:08 +0000 2017,62,62,0,0,67,67,10087,10086,468,468,0,0,2,192.0,0.0,2.0,2.0,1529243173000.0,1529243153000.0,1496302748000.0,1,0,0,0,0,0.0028571428571428,3.06219485632016e-07,2.033974971482608e-09,96.0,1.4207466964982996e-08,0.0,1.8821857945062944e-09,0.0,1.0,0.1628571428571428,1
284008,870183760788160512,Thu Jun 01 07:42:30 +0000 2017,10,10,0,0,46,46,90,90,17,17,0,0,1,140.0,2.0,3.0,0.0,1529251000000.0,1529251000000.0,1496302950000.0,0,0,0,0,0,0.0,2.7315728851935084e-09,1.396137252432238e-09,140.0,5.159637672032184e-10,0.0,3.0350809835483437e-10,2.0,3.0,0.41,1
284009,870191835020316672,Thu Jun 01 08:14:35 +0000 2017,70,70,0,0,77,77,1794,1794,289,289,0,0,1,140.0,0.0,1.0,0.0,1529236564000.0,1529236564000.0,1496304875000.0,0,0,0,0,0,0.0,5.4476404171070606e-08,2.338173423173041e-09,140.0,8.775741809052065e-09,0.0,2.1256122028845835e-09,0.0,1.0,0.0814285714285714,1
284010,870194473942347776,Thu Jun 01 08:25:04 +0000 2017,311,311,0,0,810,810,14963,14963,15106,15106,0,0,1,132.0,2.0,1.0,1.0,1529233836000.0,1529233836000.0,1496305504000.0,0,0,0,0,0,0.0,4.54411113201847e-07,2.4598877343680817e-08,132.0,4.5875387796745973e-07,0.0,9.444754140598437e-09,2.0,1.0,0.2471428571428571,1
284011,870207809270435840,Thu Jun 01 09:18:04 +0000 2017,3545,3545,0,0,5001,5001,879,879,726,726,4,4,1,140.0,2.0,1.0,0.0,1529223270000.0,1529223270000.0,1496308684000.0,0,0,0,0,0,0.0,2.6705485525474937e-08,1.5193871798964754e-07,140.0,2.2057090434010017e-08,1.2152666905790642e-10,1.0770301045256956e-07,2.0,1.0,0.2471428571428571,1
284012,870213090201268224,Thu Jun 01 09:39:03 +0000 2017,129,128,0,0,106,106,1811,1809,2788,2787,0,0,2,82.0,1.0,0.0,2.0,1529245879000.0,1529241489000.0,1496309943000.0,2,0,1,0,1,0.0057142857142857,5.4985533127098624e-08,3.218369139410521e-09,41.0,8.464918076109936e-08,0.0,3.9166945187165775e-09,0.5,0.0,0.0414285714285714,1
284013,870214056543739904,Thu Jun 01 09:42:53 +0000 2017,150,150,0,0,199,199,3414,3414,5805,5805,1,1,1,140.0,1.0,1.0,0.0,1529245935000.0,1529245935000.0,1496310173000.0,0,0,0,0,0,0.0,1.0365632348205577e-07,6.042064549774194e-09,140.0,1.7625218447959393e-07,3.036213341595072e-11,4.554320012392608e-09,1.0,1.0,0.1642857142857142,1
284014,870218861190279168,Thu Jun 01 10:01:59 +0000 2017,4,4,0,0,27,27,32,32,590,590,0,0,1,140.0,0.0,1.0,0.0,1529223720000.0,1529223720000.0,1496311319000.0,0,0,0,0,0,0.0,9.7227789610366e-10,8.203594748374631e-10,140.0,1.7926373709411234e-08,0.0,1.2153473701295748e-10,0.0,1.0,0.0814285714285714,1
284015,870220027663986688,Thu Jun 01 10:06:37 +0000 2017,8,8,0,0,240,240,96,96,124,124,0,0,1,142.0,3.0,1.0,0.0,1529249395000.0,1529249395000.0,1496311597000.0,0,0,0,0,0,0.0,2.914584636167846e-09,7.2864615904196154e-09,142.0,3.764671821716801e-09,0.0,2.4288205301398717e-10,3.0,1.0,0.3299999999999999,1
284016,870220107783577600,Thu Jun 01 10:06:56 +0000 2017,275,275,0,0,763,763,3365,3365,29046,29046,1,1,1,140.0,2.0,1.0,0.0,1529245648000.0,1529245648000.0,1496311616000.0,0,0,0,0,0,0.0,1.0217394578349837e-07,2.3167524705143907e-08,140.0,8.819448526679029e-07,3.036372831604706e-11,8.350025286912942e-09,2.0,1.0,0.2471428571428571,1
284017,870228120858759169,Thu Jun 01 10:38:46 +0000 2017,39,39,0,0,271,271,54,54,53,53,0,0,1,117.0,2.0,0.0,0.0,1529247425000.0,1529247425000.0,1496313526000.0,0,0,0,0,0,0.0,1.6396479505812534e-09,8.228603603842959e-09,117.0,1.6092840996445635e-09,0.0,1.1841901865309055e-09,2.0,0.0,0.1657142857142857,1
284018,870234397382852609,Thu Jun 01 11:03:43 +0000 2017,401,401,0,0,170,170,4204,4204,812,812,1,1,1,140.0,1.0,1.0,0.0,1529225996000.0,1529225996000.0,1496315023000.0,0,0,0,0,0,0.0,1.2773855090823358e-07,5.16545044110364e-09,140.0,2.4672622106918564e-08,3.0385002594727294e-11,1.2184386040485646e-08,1.0,1.0,0.1642857142857142,1
284019,870237623402549248,Thu Jun 01 11:16:32 +0000 2017,307,307,0,0,45,45,324,323,252,250,2,2,2,280.0,1.0,2.0,0.0,1529252818000.0,1529252059000.0,1496315792000.0,1,0,2,0,0,0.0028571428571428,9.836953706749358e-09,1.3662435703818551e-09,140.0,7.65096399413839e-09,6.07219364614158e-11,9.320817246827324e-09,0.5,1.0,0.2042857142857143,1
284020,870244616003403781,Thu Jun 01 11:44:19 +0000 2017,339,339,0,0,549,549,10972,10972,10754,10754,6,6,1,140.0,0.0,1.0,0.0,1529221160000.0,1529221160000.0,1496317459000.0,0,0,0,0,0,0.0,3.334579292463179e-07,1.668505314949221e-08,140.0,3.268325347352263e-07,1.823503076447236e-10,1.0302792381926884e-08,0.0,1.0,0.0814285714285714,1
284021,870249539525124100,Thu Jun 01 12:03:53 +0000 2017,2,2,0,0,21,21,12,12,0,0,0,0,1,92.0,2.0,1.0,0.0,1529242877000.0,1529242877000.0,1496318633000.0,0,0,0,0,0,0.0,3.6447306124933344e-10,6.378278571863335e-10,92.0,0.0,0.0,6.074551020822225e-11,2.0,1.0,0.2471428571428571,1
284022,870250027968581632,Thu Jun 01 12:05:49 +0000 2017,134,134,0,0,124,124,2913,2913,1719,1719,0,0,1,80.0,3.0,0.0,1.0,1529253715000.0,1529253715000.0,1496318749000.0,0,0,0,0,0,0.0,8.844703225137686e-08,3.764995536962145e-09,80.0,5.219376877449942e-08,0.0,4.068624209297802e-09,3.0,0.0,0.2485714285714285,1
284023,870252067834560512,Thu Jun 01 12:13:56 +0000 2017,613,613,0,0,1038,1038,5752,5752,3717,3717,3,3,1,144.0,6.0,2.0,0.0,1529242569000.0,1529242569000.0,1496319236000.0,0,0,0,0,0,0.0,1.7470892148130933e-07,3.152779215883155e-08,144.0,1.1289865458032453e-07,9.112078658621836e-11,1.861901405911728e-08,6.0,2.0,0.6599999999999999,1
284024,870253222585348097,Thu Jun 01 12:18:31 +0000 2017,361,361,0,0,45,45,1072,1063,219,219,0,0,6,483.0,22.0,0.0,0.0,1529249939000.0,1529236948000.0,1496319511000.0,9,0,0,0,0,0.0257142857142857,3.2553479110566074e-08,1.3665173134099563e-09,80.5,6.6503842585951205e-09,0.0,1.096250555868876e-08,3.6666666666666665,0.0,0.3038095238095238,1
284025,870254160616108034,Thu Jun 01 12:22:15 +0000 2017,61,61,0,0,37,37,2813,2813,27,27,0,0,1,102.0,1.0,2.0,1.0,1529238548000.0,1529238548000.0,1496319735000.0,0,0,0,0,0,0.0,8.545265590226477e-08,1.1239773438975456e-09,102.0,8.201996833846954e-10,0.0,1.8530437291283863e-09,1.0,2.0,0.2457142857142857,1
