 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
143001,724994324,Mon Jul 30 01:23:27 +0000 2012,674,674,0,0,3344,3343,22981,22973,15948,15940,4,4,3,354.0,6.0,3.0,1.0,1529247422000.0,1529241325000.0,1343611407000.0,8,1,8,0,0,0.0257142857142857,1.2379602093914804e-07,1.8013745877921373e-08,118.0,8.59100536067853e-08,2.1547542916173888e-11,3.6307609813753005e-09,2.0,1.0,0.41,1
143002,725029573,Mon Jul 30 01:46:50 +0000 2012,288,288,0,0,292,292,7982,7982,4274,4274,1,1,1,140.0,3.0,2.0,0.0,1529248090000.0,1529248090000.0,1343612810000.0,0,0,0,0,0,0.0,4.299829213498641e-08,1.5729768608639481e-09,140.0,2.302364076483737e-08,5.386907057753246e-12,1.5514292326329347e-09,3.0,2.0,0.4114285714285713,1
143003,725110219,Mon Jul 30 02:39:44 +0000 2012,5245,5245,0,0,2965,2965,25603,25603,29614,29614,8,8,1,152.0,1.0,1.0,0.0,1529252958000.0,1529252958000.0,1343615984000.0,0,0,0,0,0,0.0,1.3791972282418265e-07,1.597203367471396e-08,152.0,1.5952640986272486e-07,4.309486320327544e-11,2.8254069687647464e-08,1.0,1.0,0.1642857142857142,1
143004,725144641,Mon Jul 30 03:01:22 +0000 2012,557,557,0,0,154,154,49310,49310,13351,13351,4,4,1,29.0,1.0,0.0,0.0,1529254401000.0,1529254401000.0,1343617282000.0,0,0,0,0,0,0.0,2.656257555904e-07,8.29575468686303e-10,29.0,7.191988365214825e-08,2.1547414771072802e-11,3.000477506871888e-09,1.0,0.0,0.0828571428571428,1
143005,725170578,Mon Jul 30 03:19:47 +0000 2012,189,189,0,0,754,754,2683,2683,2245,2245,0,0,1,140.0,4.0,1.0,1.0,1529236062000.0,1529236062000.0,1343618387000.0,0,0,0,0,0,0.0,1.4454442444664822e-08,4.062113158135398e-09,140.0,1.2094753368718793e-08,0.0,1.0182219985246556e-09,4.0,1.0,0.4128571428571428,1
143006,725203327,Mon Jul 30 03:40:05 +0000 2012,53,53,0,0,542,542,29026,29026,2221,2221,1,1,1,140.0,2.0,1.0,0.0,1529254444000.0,1529254444000.0,1343619605000.0,0,0,0,0,0,0.0,1.563607357129768e-07,2.919710561442618e-09,140.0,1.196434899808866e-08,5.386919855060181e-12,2.8550675231818957e-10,2.0,1.0,0.2471428571428571,1
143007,725248332,Mon Jul 30 04:11:13 +0000 2012,751,751,0,0,18,18,23758,23758,754,754,8,8,1,146.0,4.0,4.0,0.0,1529231124000.0,1529231124000.0,1343621473000.0,0,0,0,0,0,0.0,1.2799980966506965e-07,9.697771588396553e-11,146.0,4.0622887653616676e-09,4.310120705954024e-11,4.04612581271434e-09,4.0,4.0,0.6571428571428571,1
143008,725266111,Mon Jul 30 04:22:10 +0000 2012,869,869,0,0,522,522,3619,3619,15375,15375,10,10,1,94.0,1.0,1.0,1.0,1529254472000.0,1529254472000.0,1343622130000.0,0,0,0,0,0,0.0,1.9495525192479663e-08,2.812009989078304e-09,94.0,8.282500686222018e-08,5.386992316241962e-11,4.681296322814265e-09,1.0,1.0,0.1642857142857142,1
143009,725315743,Mon Jul 30 04:56:02 +0000 2012,426,426,0,0,3268,3268,9997,9997,1923,1923,2,2,1,105.0,2.0,1.0,0.0,1529242395000.0,1529242395000.0,1343624162000.0,0,0,0,0,0,0.0,5.385785565580727e-08,1.760602903702892e-08,105.0,1.0359973634702149e-08,1.077480357223312e-11,2.295033160885655e-09,2.0,1.0,0.2471428571428571,1
143010,725318352,Mon Jul 30 04:59:04 +0000 2012,118,118,0,0,423,423,451,451,40,40,2,2,1,55.0,3.0,0.0,0.0,1529254414000.0,1529254414000.0,1343624344000.0,0,0,0,0,0,0.0,2.4295632706489847e-09,2.278725639655256e-09,55.0,2.1548232999104078e-10,1.077411649955204e-11,6.356728734735702e-10,3.0,0.0,0.2485714285714285,1
143011,725325830,Mon Jul 30 05:03:09 +0000 2012,665,665,0,0,395,395,52589,52589,20275,20275,15,15,1,142.0,5.0,1.0,1.0,1529235956000.0,1529235956000.0,1343624589000.0,0,0,0,0,0,0.0,2.83328552825108e-07,2.1281024238133003e-09,142.0,1.0923361175396117e-07,8.081401609417596e-11,3.582754713508467e-09,5.0,1.0,0.4957142857142858,1
143012,725327119,Mon Jul 30 05:03:43 +0000 2012,109,109,0,0,197,197,1016,1016,513,513,0,0,1,142.0,2.0,2.0,0.0,1529221988000.0,1529221988000.0,1343624623000.0,0,0,0,0,0,0.0,5.474215649559464e-09,1.0614374832315103e-09,142.0,2.764047862425202e-09,0.0,5.872928206712418e-10,2.0,2.0,0.3285714285714285,1
143013,725351112,Mon Jul 30 05:19:51 +0000 2012,377,377,0,0,709,709,11090,11090,28179,28179,1,1,1,141.0,2.0,2.0,1.0,1529251199000.0,1529251199000.0,1343625591000.0,0,0,0,0,0,0.0,5.974391205765103e-08,3.819516109005822e-09,141.0,1.518055633789493e-07,5.387187741898198e-12,2.03096977869562e-09,2.0,2.0,0.3285714285714285,1
143014,725381221,Mon Jul 30 05:38:42 +0000 2012,1338,1338,0,0,3569,3569,4379,4379,5074,5074,7,7,1,97.0,0.0,1.0,1.0,1529245852000.0,1529245852000.0,1343626722000.0,0,0,0,0,0,0.0,2.359131841637228e-08,1.9227544057554842e-08,97.0,2.7335544563752672e-08,3.771163026138524e-11,7.208308755676207e-09,0.0,1.0,0.0814285714285714,1
143015,725402630,Mon Jul 30 05:53:08 +0000 2012,340,340,0,0,1299,1299,3905,3905,7076,7076,40,40,1,45.0,3.0,0.0,0.0,1529251459000.0,1529251459000.0,1343627588000.0,0,0,0,0,0,0.0,2.1037164988332778e-08,6.998022361035667e-09,45.0,3.812009717220044e-08,2.1548952612888887e-10,1.8316609720955558e-09,3.0,0.0,0.2485714285714285,1
143016,725417202,Mon Jul 30 06:03:45 +0000 2012,391,391,0,0,362,362,29517,29517,2182,2182,3,3,1,132.0,3.0,1.0,1.0,1529250460000.0,1529250460000.0,1343628225000.0,0,0,0,0,0,0.0,1.590165100641095e-07,1.9501973995733863e-09,132.0,1.1755057253782124e-08,1.6161856902541876e-11,2.106428682964624e-09,3.0,1.0,0.3299999999999999,1
143017,725447268,Mon Jul 30 06:25:44 +0000 2012,420,420,0,0,260,260,16820,16820,434,434,1,1,1,140.0,2.0,1.0,0.0,1529246534000.0,1529246534000.0,1343629544000.0,0,0,0,0,0,0.0,9.06167048609074e-08,1.400733844461113e-09,140.0,2.3381480326773966e-09,5.387437863311974e-12,2.262723902591029e-09,2.0,1.0,0.2471428571428571,1
143018,725447610,Mon Jul 30 06:26:22 +0000 2012,1833,1833,0,0,1915,1915,3603,3603,4576,4576,4,4,1,133.0,0.0,0.0,1.0,1529230411000.0,1529230411000.0,1343629582000.0,0,0,0,0,0,0.0,1.9412628808893952e-08,1.0317841845415464e-08,133.0,2.465506228961941e-08,2.1551627875541438e-11,9.876033473966864e-09,0.0,0.0,0.0,1
