Unnamed: 0,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
8001,23344206,Sun Mar 08 19:34:23 +0000 2009,206,206,0,0,269,269,3147,3147,457,457,22,22,1,"[""Even if #USAMNT ain't in the #WorldCup this year...I will never cheer for #mex ... GO #GER !!!""]",94,4,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.08e-08,9.19e-10,94.0,1.56e-09,7.52e-11,7.04e-10,4.0,0.0,0.331428571,1
8002,23345505,Sun Mar 08 19:46:55 +0000 2009,4544,4544,0,0,833,833,14253,14253,624,624,81,81,1,['More miraculous healings take place in a 90 minute soccer match than in the entire New Testament.  (Of course in th鈥?https://t.co/ZVcqlhm89r'],140,0,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,4.87e-08,2.85e-09,140.0,2.13e-09,2.77e-10,1.55e-08,0.0,0.0,0.0,1
8003,23350206,Sun Mar 08 20:29:55 +0000 2009,410,410,0,0,1776,1776,44688,44688,14196,14196,17,17,1,['RT @anacronices: Conhe莽a o trio ofensivo da Sui莽a que sempre causa estrago no Brasil #WorldCup https://t.co/h2VkjM4wfl'],118,1,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.53e-07,6.07e-09,118.0,4.85e-08,5.81e-11,1.4e-09,1.0,1.0,0.164285714,1
8004,23350471,Sun Mar 08 20:32:06 +0000 2009,144,144,0,0,793,793,678,678,1216,1216,0,0,1,['隆VIVA MEXICO! #GERMEX #WORLDCUP'],31,2,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,2.32e-09,2.71e-09,31.0,4.15e-09,0.0,4.92e-10,2.0,0.0,0.165714286,1
8005,23351984,Sun Mar 08 20:45:24 +0000 2009,3356,3356,0,0,1437,1437,124393,124392,96283,96283,39,39,2,"['RT @COPA90US: 馃嚥馃嚱馃嚥馃嚱馃嚥馃嚱VIVA MEXICO馃嚥馃嚱馃嚥馃嚱馃嚥馃嚱\n0锔忊儯-1锔忊儯\n#MEX #GERMEX #WorldCup https://t.co/o5pgzaeg01', 'RT @UNILADFooty: MEXICO HAVE BEATEN THE WORLD CHAMPIONS! 馃檶馃嚥馃嚱 #GERMEX #WorldCup https://t.co/6U3awnN82r']",209,5,2,2,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,4.25e-07,4.91e-09,104.5,3.29e-07,1.33e-10,1.15e-08,2.5,1.0,0.37,-1
8006,23353289,Sun Mar 08 20:56:39 +0000 2009,678,678,0,0,1134,1134,6095,6095,2454,2454,12,12,1,['RT @_paulholliday: It seems that every #WorldCup2018 match I see there鈥檚 a #BWFC legend on my screen! @gudnibergs https://t.co/p9WBsqy6v1'],137,2,2,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,2.08e-08,3.87e-09,137.0,8.38e-09,4.1e-11,2.32e-09,2.0,2.0,0.328571429,1
8007,23353937,Sun Mar 08 21:02:25 +0000 2009,245,245,0,0,509,509,7505,7505,4509,4509,3,3,1,['Esta es la unica MURALLA que #MEX debe construir! =D #GERMEX #WorldCup. vaya defensa!'],85,3,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,2.56e-08,1.74e-09,85.0,1.54e-08,1.02e-11,8.37e-10,3.0,0.0,0.248571429,1
8008,23353956,Sun Mar 08 21:02:34 +0000 2009,2153,2152,0,0,2423,2423,17163,17160,3805,3805,11,11,3,"['RT @IlkayGuendogan: Gameday! 馃嚛馃嚜 馃啔锔?馃嚥馃嚱 #ready #Worldcup #zsmmn #BestNeverRest #Predator https://t.co/1j9dIR5X8g', '@Ladbrokes Win\nWin\nDraw\n#WorldCup \n#ThreeLions', '@Ladbrokes 28th #WorldCup']",186,8,3,1,1530000000000.0,1530000000000.0,1240000000000.0,3,0,0,0,1,0.008571429,5.86e-08,8.28e-09,62.0,1.3e-08,3.76e-11,7.36e-09,2.666666667,1.0,0.465238095,-1
8009,23356544,Sun Mar 08 21:24:13 +0000 2009,130,130,0,0,323,323,2072,2072,178,178,3,3,1,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?]""",141,2,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,7.08e-09,1.1e-09,141.0,6.08e-10,1.03e-11,4.44e-10,2.0,1.0,0.247142857,1
8010,23360560,Sun Mar 08 21:59:05 +0000 2009,476,476,0,0,1046,1046,3688,3688,3152,3152,5,5,1,['Phil Neville is capable of single handedly ruining fathers day #WorldCup #GERMEX #MotD'],86,3,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.26e-08,3.57e-09,86.0,1.08e-08,1.71e-11,1.63e-09,3.0,0.0,0.248571429,1
8011,23360859,Sun Mar 08 22:01:30 +0000 2009,342,340,0,0,183,183,87262,87242,38,38,35,35,7,"['RT @Number10cat: #WorldCup of Cats\n#CRC v #SRB https://t.co/p9tMj9RTra', 'RT @FIFAWorldCup: FT | #SRB win! \n\n#RUS W\n#POR D\n#ESP D\n#FRA W\n#ISL D\n#DEN W\n#CRO W \n#SRB W\n\nA strong start from the European teams 馃挭\n\n#Wor鈥?, '#WorldCup is that moment when you can see who failed their Geography paper in school. https://t.co/sA5aubAB30', ""RT @Wikipedia: Germany is the only nation to have won both the men's and women's World Cups. https://t.co/HTQ9eLSGTO #wikifutbol #worldcup"", 'RT @Number10cat: #WorldCup of Cats: \n#GER v #MEX https://t.co/w3OIKBko7Y', ""Tournament's best free kick so far, imho. https://t.co/CqXUHuRSNd"", 'RT @Number10cat: As the #WorldCup of Cats continues, please send me your pictures of cats enjoying the tournament, especially from the comp鈥?]",735,20,5,5,1530000000000.0,1530000000000.0,1240000000000.0,20,0,0,0,2,0.057142857,2.98e-07,6.25e-10,105.0,1.3e-10,1.2e-10,1.17e-09,2.857142857,0.714285714,0.643877551,-1
8012,23361792,Sun Mar 08 22:09:20 +0000 2009,169,169,0,0,514,514,6094,6094,590,590,8,8,1,"[""#MEX look pretty good to me. #GER lucky it's only 1 #WorldCup""]",61,3,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,2.08e-08,1.76e-09,61.0,2.02e-09,2.73e-11,5.77e-10,3.0,0.0,0.248571429,1
8013,23362868,Sun Mar 08 22:19:16 +0000 2009,631,631,0,0,1651,1651,5185,5185,5260,5260,9,9,1,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?]""",141,2,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.77e-08,5.64e-09,141.0,1.8e-08,3.08e-11,2.16e-09,2.0,1.0,0.247142857,1
8014,23363457,Sun Mar 08 22:24:52 +0000 2009,282,282,0,0,214,214,3437,3437,131,131,6,6,1,['Is there anything more #WorldCup -y than a Mexican team going full blast for the National Anthem whilst standing at an angle.'],125,1,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.17e-08,7.31e-10,125.0,4.48e-10,2.05e-11,9.63e-10,1.0,0.0,0.082857143,1
8015,23363459,Sun Mar 08 22:24:55 +0000 2009,619,619,0,0,134,134,41833,41833,1737,1737,4,4,2,"['God forgive me for laughing 馃槀 he was bewildered https://t.co/m4c9bK26Id', 'God forgive me for laughing 馃槀 he was bewildered https://t.co/m4c9bK26Id']",144,0,0,2,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.43e-07,4.58e-10,72.0,5.93e-09,1.37e-11,2.11e-09,0.0,0.0,0.0,1
8016,23365223,Sun Mar 08 22:41:32 +0000 2009,279,279,0,0,218,218,7211,7208,721,721,8,8,2,"['RT @TheSportsman: 馃摵 ""And that kids, is the story of how I became Mexico keeper...""\n\n#GERMEX\n\n#WorldCup https://t.co/hh8nUrA05d', 'Goooollll https://t.co/OKa2Mo2Enz']",160,2,1,2,1530000000000.0,1530000000000.0,1240000000000.0,3,0,0,0,0,0.008571429,2.46e-08,7.45e-10,80.0,2.46e-09,2.73e-11,9.53e-10,1.0,0.5,0.164285714,1
8017,23367973,Sun Mar 08 23:06:16 +0000 2009,2928,2928,0,0,584,584,1590,1589,16,16,24,24,2,"['馃挌馃挌馃挌馃挌馃挌馃挍馃挌馃挌馃挌馃挌馃挌\n 馃挌馃挌馃挌馃挌馃挍馃挍馃挍馃挌馃挌馃挌馃挌\n 馃挌馃挌馃挍馃挍馃挋馃挋馃挋馃挍馃挍馃挌馃挌\n 馃挌馃挍馃挍馃挋 VAMOS 馃挋馃挍馃挍馃挌 \n  馃挌馃挍馃挋馃挋 BRASIL  馃挋馃挋馃挍馃挌 \n 馃挌馃挍馃挍馃挋馃挋馃挋馃挋馃挋馃挍馃挍馃挌\n 馃挌馃挌馃挍馃挍馃挋馃挋馃挋馃挍馃挍馃挌馃挌\n 馃挌馃挌馃挌馃挌馃挍馃挍馃挍馃挌馃挌馃挌馃挌鈥?https://t.co/mTioClMcuh', 'Vai Brasil 鈿斤笍 #brasil #rumoaohexa #worldcup2018鈥?https://t.co/DiG89pyHeC']",294,3,0,2,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,5.43e-09,2e-09,147.0,5.47e-11,8.2e-11,1e-08,1.5,0.0,0.124285714,1
8018,23371527,Sun Mar 08 23:36:27 +0000 2009,767,767,0,0,2221,2221,4946,4946,3999,3999,32,32,1,['RESPECT! https://t.co/PU7Z4mXAj7'],32,0,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.69e-08,7.59e-09,32.0,1.37e-08,1.09e-10,2.62e-09,0.0,0.0,0.0,1
8019,23373350,Sun Mar 08 23:53:01 +0000 2009,1358,1358,0,0,1302,1302,8120,8119,2335,2335,34,34,2,"[""RT @BBCSport: It's Ronaldo 1-0 Messi so far... 馃憖\n\n#WorldCup #bbcworldcup https://t.co/cjdaIVbw7X"", ""RT @5liveSport: If you haven't seen #SRB's Aleksandar Kolarov's free-kick yet...\n\nYou should. You really should. https://t.co/HR78wuOk7r""]",233,3,2,2,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,2.77e-08,4.45e-09,116.5,7.98e-09,1.16e-10,4.64e-09,1.5,1.0,0.287142857,1
8020,23373509,Sun Mar 08 23:54:51 +0000 2009,162,162,0,0,308,308,11462,11461,6,6,8,8,2,"['Go on the Mexicans! No more than they deserve. #GERMEX #WorldCup', 'Mexico have been outstanding. Would be so cruel if they don鈥檛 see it out. #GERMEX #WorldCup']",155,4,0,0,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,3.92e-08,1.05e-09,77.5,2.05e-11,2.73e-11,5.53e-10,2.0,0.0,0.165714286,1
8021,23377640,Mon Mar 09 00:34:32 +0000 2009,1054,1054,0,0,1050,1050,2480,2480,3332,3332,40,40,1,['Combining machine learning and conventional statistics in a random-forests approach to identify the most likely win鈥?https://t.co/EhaYjZWQQA'],140,0,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,8.47e-09,3.59e-09,140.0,1.14e-08,1.37e-10,3.6e-09,0.0,0.0,0.0,1
8022,23380568,Mon Mar 09 01:01:18 +0000 2009,464,464,0,0,332,332,16300,16300,4796,4796,38,38,1,['#GERMEX #WorldCup2018 https://t.co/Mv8f9fBrZq'],45,2,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,5.57e-08,1.13e-09,45.0,1.64e-08,1.3e-10,1.59e-09,2.0,0.0,0.165714286,1
8023,23382000,Mon Mar 09 01:14:02 +0000 2009,797,797,0,0,754,754,24039,24038,6145,6145,16,16,2,"['I would fucking love the choice of no commentary just crowd noise on TV games #WorldCup', 'Come on Mexico 馃檹馃檹馃檹馃檹 #MEX #WorldCup #bbcworldcup']",138,4,0,0,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,8.21e-08,2.58e-09,69.0,2.1e-08,5.47e-11,2.72e-09,2.0,0.0,0.165714286,1
8024,23384280,Mon Mar 09 01:35:10 +0000 2009,336,336,0,0,349,349,38924,38924,36559,36559,11,11,1,['RT @FIFAWorldCup: Will #MEX be the first team to beat Germany in a #WorldCup match since Spain in 2010? \n\n#NadaNosDetiene https://t.co/GD3F鈥?],140,3,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.33e-07,1.19e-09,140.0,1.25e-07,3.76e-11,1.15e-09,3.0,1.0,0.33,-1
8025,23387932,Mon Mar 09 02:07:34 +0000 2009,202,202,0,0,431,431,11881,11881,1790,1790,15,15,1,['Ese estadio est谩 repleto de mexicanos o por lo menos es el equipo favorito de este juego #Russia2018'],100,1,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,4.06e-08,1.47e-09,100.0,6.12e-09,5.12e-11,6.9e-10,1.0,0.0,0.082857143,1
8026,23389244,Mon Mar 09 02:19:09 +0000 2009,441,441,0,0,927,927,42162,42162,173,173,42,42,1,['#MEXICO #DODGERS #FATHERSDAY\n\n#PERFECTCOMBO #WORLDCUP #MLB'],58,6,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.44e-07,3.17e-09,58.0,5.91e-10,1.43e-10,1.51e-09,6.0,0.0,0.497142857,-1
8027,23389689,Mon Mar 09 02:23:09 +0000 2009,12527,12527,0,0,402,402,5336,5336,1002,1002,155,155,1,"[""FIFA Fact: This year's World Cup is the first ever to be held in Eastern Europe! Are you watching history being mad鈥?https://t.co/99NauvuKSQ""]",140,0,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.82e-08,1.37e-09,140.0,3.42e-09,5.3e-10,4.28e-08,0.0,0.0,0.0,1
8028,23390421,Mon Mar 09 02:29:54 +0000 2009,638,638,0,0,2648,2648,35707,35707,27640,27640,17,17,1,['RT @psveindhoven: Vamosss @HirvingLozano70! \n\n馃嚛馃嚜馃啔馃嚥馃嚱\n\n#WorldCup https://t.co/gSQvIjEXbj'],91,1,2,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.22e-07,9.05e-09,91.0,9.44e-08,5.81e-11,2.18e-09,1.0,2.0,0.245714286,1
