Unnamed: 0,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
9001,25129711,Wed Mar 18 19:04:20 +0000 2009,813,813,0,0,312,312,25039,25039,1237,1237,26,26,1,['If M茅xico do not get full points here they have only themselves to blame. My goodness. It should be at least 4. #Russia2018'],123,1,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,8.58e-08,1.07e-09,123.0,4.24e-09,8.91e-11,2.79e-09,1.0,0.0,0.082857143,1
9002,25138817,Wed Mar 18 19:49:41 +0000 2009,634,634,0,0,181,181,85685,85667,4242,4236,23,23,3,"['Todo el partido apoyando a los de blanco... y no eran los de mi equipo 馃槀 Es domingo en la madrugada, pe. Entiendan 馃檲 #WorldCup', 'Apoyaba a los ticos, pero merecido triunfo de #SRB 馃憦馃徎 #WorldCup', 'This is not the Germany that won鈥檛 the #WorldCup last time. What is happening?! #GER #GERMEX']",285,6,0,0,1530000000000.0,1530000000000.0,1240000000000.0,18,0,6,0,0,0.051428571,2.94e-07,6.2e-10,95.0,1.45e-08,7.88e-11,2.17e-09,2.0,0.0,0.165714286,1
9003,25139151,Wed Mar 18 19:51:20 +0000 2009,350,349,0,0,175,175,32257,32256,704,702,6,6,2,"['Is Ian Dowie doing commentary as part of the press run to help promote his upcoming film Incredibles 2? #WorldCup', 'Surely SURELY Ozil isn鈥檛 about to have a Ghost game for Germany? #WorldCup']",187,2,0,0,1530000000000.0,1530000000000.0,1240000000000.0,1,0,2,0,1,0.002857143,1.11e-07,6e-10,93.5,2.41e-09,2.06e-11,1.2e-09,1.0,0.0,0.082857143,1
9004,25141159,Wed Mar 18 20:02:08 +0000 2009,624,624,0,0,560,560,14892,14891,15872,15871,4,4,2,"['RT @UncleTimi: This street just told me 鈥済ellat of ma cuntree!鈥?https://t.co/BoKHvqrdqb', 'RT @AzTheBaz: Tamil football commentary has joined the elite ranks of Brazilian and Arabic commentary levels \n\nGet this guy on ITV!\n\n#World鈥?]",227,1,2,1,1530000000000.0,1530000000000.0,1240000000000.0,1,0,1,0,0,0.002857143,5.1e-08,1.92e-09,113.5,5.44e-08,1.37e-11,2.14e-09,0.5,1.0,0.204285714,1
9005,25143339,Wed Mar 18 20:12:19 +0000 2009,558,558,0,0,499,499,29686,29682,17827,17823,3,3,2,"['#Mex all guns blazing. #WorldCup #GERMEX #GER', ""Can't help but think the @CH14_ of his great @ManUtd days would've taken that shot and scored. #WorldCup #GERMEX #Mex #GER""]",167,8,2,0,1530000000000.0,1530000000000.0,1240000000000.0,4,0,4,0,0,0.011428571,1.02e-07,1.71e-09,83.5,6.11e-08,1.03e-11,1.91e-09,4.0,1.0,0.494285714,1
9006,25145797,Wed Mar 18 20:23:54 +0000 2009,466,466,0,0,392,392,2497,2496,1761,1761,24,24,2,"['Getting ready for #GERMEX #WorldCup live from the Fanmeile #Berlin!!! https://t.co/Iprvk3PJcb', '65th minute and its still 1-0 for Mexico. Lot of nervous German fans here in Berlin at Fanmeile #GERMEX #WorldCup https://t.co/jwJ12Pn4xg']",230,5,0,2,1530000000000.0,1530000000000.0,1240000000000.0,1,0,0,0,0,0.002857143,8.56e-09,1.34e-09,115.0,6.03e-09,8.22e-11,1.6e-09,2.5,0.0,0.207142857,1
9007,25146238,Wed Mar 18 20:26:09 +0000 2009,280,279,0,0,675,675,317,316,410,409,7,7,2,"['Today I am cheering for the Mexican men, I mean the Mexican team...  #WorldCup #GERMEX #MEX', 'The slightest touch and the German players are on the floor. I鈥檝e never seen so much diving before. #WorldCup #GERMEX #MEX']",213,6,0,0,1530000000000.0,1530000000000.0,1240000000000.0,1,0,1,0,1,0.002857143,1.09e-09,2.31e-09,106.5,1.4e-09,2.4e-11,9.59e-10,3.0,0.0,0.248571429,1
9008,25147358,Wed Mar 18 20:31:25 +0000 2009,222,222,0,0,467,467,4775,4775,6410,6410,3,3,1,['RT @invisibleman_17: #WK18 #WK2018  #WorldCup\n\nWHO MADE THIS....????\n馃ぃ馃ぃ馃ぃ https://t.co/PZj7Ce9IJl'],99,3,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.64e-08,1.6e-09,99.0,2.2e-08,1.03e-11,7.61e-10,3.0,1.0,0.33,1
9009,25149603,Wed Mar 18 20:41:04 +0000 2009,186,186,0,0,346,346,4420,4415,8102,8088,9,9,2,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?",281,2,2,2,1530000000000.0,1530000000000.0,1240000000000.0,5,0,14,0,0,0.014285714,1.51e-08,1.19e-09,140.5,2.78e-08,3.08e-11,6.37e-10,1.0,1.0,0.245714286,1
9010,25150571,Wed Mar 18 20:45:38 +0000 2009,451,451,0,0,1101,1101,11930,11921,5017,5009,5,5,6,"['RT @Jon_LeGossip: OFFICIAL: France鈥檚 winning goal vs. Australia yesterday has been taken away from Paul Pogba &amp; goes down as an Aziz Behich鈥?, 'RT @ESPNStatsInfo: Germany begins its quest for a 2nd straight #WorldCup. Only two countries have won consecutive World Cups: 1934-38 Italy鈥?, 'Goallllll 馃嚥馃嚱 #Mexico 1 - #germany 0 #WorldCup', 'Seeth deh #Mexico gooalllllllllll #WorldCup https://t.co/tZAbD4Cjkg', 'RT @FIFAWorldCup: HT | The #WorldCup holders have some work to do after a great half from #MEX!\n\n#GERMEX 0-1 https://t.co/CYqhNRsjsP', 'Good win #Mexico #WorldCup']",556,11,3,2,1530000000000.0,1530000000000.0,1240000000000.0,9,0,8,0,0,0.025714286,4.09e-08,3.77e-09,92.66666667,1.72e-08,1.71e-11,1.55e-09,1.833333333,0.5,0.396190476,1
