 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
69001,224165841,Wed Dec 08 09:16:27 +0000 2010,984,984,0,0,606,606,45198,45198,13239,13239,22,22,1,140.0,0.0,1.0,0.0,1529250348000.0,1529250348000.0,1291799787000.0,0,0,0,0,0,0.0,1.9034699185233762e-07,2.552110205374499e-09,140.0,5.5754764041176564e-08,9.265086554164848e-11,4.144020531499186e-09,0.0,1.0,0.0814285714285714,1
69002,224167729,Wed Dec 08 09:25:38 +0000 2010,12669,12669,0,0,1400,1400,6353,6353,1439,1439,184,184,1,129.0,2.0,3.0,1.0,1529219167000.0,1529219167000.0,1291800338000.0,0,0,0,0,0,0.0,2.675861904785993e-08,5.89675219061922e-09,129.0,6.061018858786469e-09,7.750017164813832e-10,5.33613953592535e-08,2.0,3.0,0.41,1
69003,224171433,Wed Dec 08 09:45:14 +0000 2010,353,353,0,0,256,256,7504,7504,1678,1678,5,5,1,140.0,0.0,1.0,0.0,1529254045000.0,1529254045000.0,1291801514000.0,0,0,0,0,0,0.0,3.1602105769931764e-08,1.0781102181639834e-09,140.0,7.066675570621734e-09,2.10568401985153e-11,1.4866129180151802e-09,0.0,1.0,0.0814285714285714,1
69004,224172910,Wed Dec 08 09:53:25 +0000 2010,3734,3734,0,0,1190,1190,94056,94049,503,503,28,28,3,183.0,2.0,1.0,1.0,1529249808000.0,1529242932000.0,1291802005000.0,7,0,0,0,0,0.02,3.961123194725874e-07,5.011627755511387e-09,61.0,2.118360303380023e-09,1.1792065307085616e-10,1.5725561377377752e-08,0.6666666666666666,0.3333333333333333,0.1366666666666666,1
69005,224176099,Wed Dec 08 10:10:11 +0000 2010,1308271,1308204,0,0,1058,1058,235940,235912,1,1,894,891,17,1693.0,41.0,3.0,20.0,1529246599000.0,1529227203000.0,1291803011000.0,28,0,0,3,67,0.08,9.936675990593605e-07,4.455795201342729e-09,99.58823529411764,4.2115266553333924e-12,3.765104829868053e-09,5.509818188899672e-06,2.411764705882353,0.1764705882352941,0.4441176470588235,1
69006,224176628,Wed Dec 08 10:12:46 +0000 2010,502,502,0,0,533,532,73650,73637,2141,2141,24,24,3,111.0,3.0,1.0,1.0,1529254190000.0,1529247526000.0,1291803166000.0,13,1,0,0,0,0.04,3.101692246229269e-07,2.2446734110525463e-09,37.0,9.016596197117265e-09,1.0107347441887636e-10,2.114120173261497e-09,1.0,0.3333333333333333,0.1642857142857142,1
69007,224180136,Wed Dec 08 10:28:50 +0000 2010,1702,1702,0,0,2543,2542,3110,3108,252,252,2,2,2,156.0,1.0,0.0,1.0,1529249870000.0,1529247484000.0,1291804130000.0,2,1,0,0,0,0.0085714285714285,1.3097729190677417e-08,1.0709815219258092e-08,78.0,1.061295098408588e-09,8.422976971496729e-12,7.1679534027437185e-09,0.5,0.0,0.0414285714285714,1
69008,224180296,Wed Dec 08 10:29:38 +0000 2010,44721,44721,0,0,2792,2792,3867,3867,69451,69451,1966,1966,1,63.0,1.0,1.0,1.0,1529246375000.0,1529246375000.0,1291804178000.0,0,0,0,0,0,0.0,1.6286068983770395e-08,1.1758651306616744e-08,63.0,2.9249645125209145e-07,8.279909910031704e-09,1.8834478692091958e-07,1.0,1.0,0.1642857142857142,1
69009,224182774,Wed Dec 08 10:41:48 +0000 2010,874,874,0,0,766,766,98953,98930,8254,8244,13,13,3,249.0,6.0,2.0,2.0,1529248848000.0,1529232935000.0,1291804908000.0,23,0,10,0,0,0.0657142857142857,4.167425793220918e-07,3.226024635541341e-09,83.0,3.4761889480102124e-08,5.474976535514025e-11,3.680868840030198e-09,2.0,0.6666666666666666,0.3285714285714285,1
69010,224183756,Wed Dec 08 10:46:22 +0000 2010,2921,2921,0,0,446,446,4284,4284,1207,1207,64,64,1,148.0,5.0,1.0,1.0,1529246469000.0,1529246469000.0,1291805182000.0,0,0,0,0,0,0.0,1.804235503491017e-08,1.878359090936026e-09,148.0,5.083361934438975e-09,2.6954031798185116e-10,1.2301988575390428e-08,5.0,1.0,0.4957142857142858,1
69011,224188761,Wed Dec 08 11:09:11 +0000 2010,780,780,0,0,1541,1541,20998,20998,559,559,18,18,1,139.0,0.0,1.0,0.0,1529229556000.0,1529229556000.0,1291806551000.0,0,0,0,0,0,0.0,8.844130331852215e-08,6.490525212584181e-09,139.0,2.3544474976213862e-09,7.581405180176201e-11,3.2852755780763532e-09,0.0,1.0,0.0814285714285714,1
69012,224189428,Wed Dec 08 11:12:23 +0000 2010,113,113,0,0,411,411,263,263,113,113,0,0,1,142.0,1.0,1.0,0.0,1529234853000.0,1529234853000.0,1291806743000.0,0,0,0,0,0,0.0,1.1077037171377895e-09,1.7310502956031616e-09,142.0,4.759335362607233e-10,0.0,4.759335362607233e-10,1.0,1.0,0.1642857142857142,1
69013,224192198,Wed Dec 08 11:23:37 +0000 2010,5836,5836,0,0,2586,2586,49619,49619,8246,8246,46,46,1,141.0,2.0,1.0,1.0,1529223277000.0,1529223277000.0,1291807417000.0,0,0,0,0,0,0.0,2.0899614709817618e-07,1.0892279900761472e-08,141.0,3.4732304741561914e-08,1.9375285206304243e-10,2.4581340100867733e-08,2.0,1.0,0.2471428571428571,1
69014,224192864,Wed Dec 08 11:26:17 +0000 2010,497,497,0,0,1145,1145,32076,32076,10469,10469,2,2,1,139.0,3.0,1.0,0.0,1529221430000.0,1529221430000.0,1291807577000.0,0,0,0,0,0,0.0,1.3510584826741346e-07,4.822801978619166e-09,139.0,4.409599468485944e-08,8.424108259596798e-12,2.0933909025098043e-09,3.0,1.0,0.3299999999999999,1
69015,224196826,Wed Dec 08 11:43:06 +0000 2010,33,33,0,0,54,54,4617,4617,607,607,2,2,1,86.0,2.0,1.0,1.0,1529248282000.0,1529248282000.0,1291808586000.0,0,0,0,0,0,0.0,1.944493729473104e-08,2.2742616718983668e-10,86.0,2.556438583041312e-09,8.42319137740136e-12,1.3898265772712244e-10,2.0,1.0,0.2471428571428571,1
69016,224201130,Wed Dec 08 12:00:21 +0000 2010,1122,1122,0,0,3316,3316,5465,5465,5858,5858,6,6,1,140.0,1.0,1.0,0.0,1529235892000.0,1529235892000.0,1291809621000.0,0,0,0,0,0,0.0,2.3017671873387592e-08,1.3966440975691356e-08,140.0,2.467292256803376e-08,2.5271002971697263e-11,4.7256775557073884e-09,1.0,1.0,0.1642857142857142,1
69017,224204957,Wed Dec 08 12:14:59 +0000 2010,466,466,0,0,263,263,16188,16188,965,965,12,12,1,97.0,1.0,1.0,1.0,1529250838000.0,1529250838000.0,1291810499000.0,0,0,0,0,0,0.0,6.817712638120855e-08,1.1076466665590466e-09,97.0,4.064178833572167e-09,5.053901140193369e-11,1.962598276108425e-09,1.0,1.0,0.1642857142857142,1
69018,224212896,Wed Dec 08 12:44:30 +0000 2010,7044,7044,0,0,6816,6816,3679,3678,2133,2133,45,45,2,254.0,6.0,0.0,1.0,1529223399000.0,1529219337000.0,1291812270000.0,1,0,0,0,0,0.0028571428571428,1.5496324942711512e-08,2.870969035322687e-08,127.0,8.984414542757177e-09,1.895446106066915e-10,2.9670049713634108e-08,3.0,0.0,0.2485714285714285,1
