,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
22001,54907450,Wed Jul 08 14:16:27 +0000 2009,31453,31453,0,0,893,893,15887,15887,9341,9341,72,72,1,['注诇 讛谞讬讬专 拽讬砖讜专 诪驻讞讬讚 砖诇 住专讘讬讛. 注讻砖讬讜 爪专讬讱 诇专讗讜转 讗诐 讛爪诇讬讞讜 诇讞讘专 讗转 讻诇 讛讻诇讬诐 讬讞讚 讻讬 讙诐 讛住专讘讬诐 诇讗 讬讜讚注讬诐 诇诪讛 诇爪驻讜转鈥?https://t.co/GGrkKZcOsT'],136,0,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,5.63E-08,3.16E-09,136,3.31E-08,2.55E-10,1.11E-07,0,0,0,1
22002,54908994,Wed Jul 08 14:21:53 +0000 2009,9986,9986,0,0,6765,6765,8510,8510,2903,2903,106,106,1,"[""#Fish4Dogs Fan Harley the Cockapoo is #WorldCup ready. Stand by for Fish4Dogs 'Bowl is the Goal' Giveaway starting鈥?https://t.co/i9QthD9Jww""]",139,2,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.02E-08,2.40E-08,139,1.03E-08,3.76E-10,3.54E-08,2,0,0.165714286,1
22003,54909490,Wed Jul 08 14:23:38 +0000 2009,30231,30231,0,0,716,716,57309,57309,1330,1330,290,290,1,['Thank you. https://t.co/DYz0n63lc3'],34,0,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,2.03E-07,2.54E-09,34,4.71E-09,1.03E-09,1.07E-07,0,0,0,1
22004,54909750,Wed Jul 08 14:24:31 +0000 2009,596,596,0,0,340,340,3186,3186,3486,3486,8,8,1,"['鈥淗e鈥檚 (the keeper) got his weed pulling gloves on, doesn鈥檛 he.鈥?Carl (my Dad) watching the #WorldCup2018 for the first time.']",124,1,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.13E-08,1.20E-09,124,1.24E-08,2.84E-11,2.11E-09,1,0,0.082857143,1
22005,54909862,Wed Jul 08 14:24:54 +0000 2009,557,556,0,0,295,291,17383,17333,606,605,16,16,21,"['RT @geekgodreview: #GERMEX countdown 馃嚛馃嚜馃嚥馃嚱\nGermany plays a possession-based style game, building from the back with 2 center backs and 2 cen鈥?, ""RT @geekgodreview: #GERMEX countdown 馃嚛馃嚜馃嚥馃嚱\nGermany's full backs defend in a vertical movement with cover from center to protect the back fie鈥?",2165,40,16,9,1.53E+12,1.53E+12,1.25E+12,50,4,1,0,1,0.154285714,6.16E-08,1.05E-09,103.0952381,2.15E-09,5.67E-11,1.97E-09,1.904761905,0.761904762,1.460680272,-1
22006,54910850,Wed Jul 08 14:28:24 +0000 2009,770,770,0,0,742,742,67557,67557,21765,21765,25,25,1,"['RT @euzucchetto: San茅, neste momento #Copa2018 #WorldCup https://t.co/Oxhiey8S2T']",80,2,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,2.39E-07,2.63E-09,80,7.71E-08,8.86E-11,2.73E-09,2,1,0.247142857,1
22007,54911582,Wed Jul 08 14:31:02 +0000 2009,4506,4506,0,0,3476,3476,56502,56499,9613,9611,111,111,3,"['The whole Mexican team deserve #MOTM... https://t.co/946Ss3dYGG', 'Isn鈥檛 it brilliant... https://t.co/ElsCyxtqNn', 'The real #SuperEagles yeah, just asking? https://t.co/c4cwZDKBmE']",172,2,0,3,1.53E+12,1.53E+12,1.25E+12,3,0,2,0,0,0.008571429,2.00E-07,1.23E-08,57.33333333,3.41E-08,3.93E-10,1.60E-08,0.666666667,0,0.055238095,1
22008,54914097,Wed Jul 08 14:40:05 +0000 2009,1644,1644,0,0,661,661,103729,103729,2453,2453,24,24,1,['RT @davirdhi: liga aing kumaha aing https://t.co/NosY9xfTWB'],59,0,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.68E-07,2.34E-09,59,8.69E-09,8.51E-11,5.83E-09,0,1,0.081428571,1
22009,54916062,Wed Jul 08 14:46:53 +0000 2009,183,182,0,0,113,113,4968,4958,983,976,1,1,5,"['@DFB_Team_EN Will be watching the #GERMEX match from the tropics. Mabuhay from the Philippines! 馃嚨馃嚟 \n#WorldCup\u2060鈥?https://t.co/pYiFFlguaQ', 'Mexico is so aggressive!!! #GERMEX #WorldCup', 'Nuh uh! Not on Manuel 鈥淭he Berlin Wall鈥?Neuer watch #GERMEX #WorldCup', 'You can still turn this around! Kamown boys #GER #worldcup', 'Ay leche https://t.co/LqyzteUIER']",340,8,1,2,1.53E+12,1.53E+12,1.25E+12,10,0,7,0,1,0.028571429,1.76E-08,4.00E-10,68,3.48E-09,3.54E-12,6.49E-10,1.6,0.2,0.214,1
22010,54919046,Wed Jul 08 14:56:56 +0000 2009,118,118,0,0,248,248,3252,3252,547,547,6,6,1,['@UmbroUK @umbro are you getting any more Peru shirts in? #worldcup2018'],70,1,2,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.15E-08,8.79E-10,70,1.94E-09,2.13E-11,4.18E-10,1,2,0.245714286,1
22011,54919451,Wed Jul 08 14:58:22 +0000 2009,759,759,0,0,105,105,39380,39380,204,204,8,8,1,"['RT @piesportsbooze: BREAKING: Taxi ploughs into several fans in central Moscow, then flees the scene. Eight people were injured. Police say鈥?]",140,0,1,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.40E-07,3.72E-10,140,7.23E-10,2.84E-11,2.69E-09,0,1,0.081428571,1
