 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
105001,379316053,Sat Sep 24 18:56:10 +0000 2011,346,346,0,0,369,369,12615,12615,4064,4064,2,2,1,136.0,1.0,1.0,0.0,1529253581000.0,1529253581000.0,1316890570000.0,0,0,0,0,0,0.0,5.940300027107828e-08,1.7375907332562731e-09,136.0,1.9137042655700528e-08,9.417835952608526e-12,1.629285619801275e-09,1.0,1.0,0.1642857142857142,1
105002,379316947,Sat Sep 24 18:58:06 +0000 2011,212,212,0,0,38,38,4617,4617,5763,5763,1,1,1,140.0,1.0,2.0,1.0,1529245868000.0,1529245868000.0,1316890686000.0,0,0,0,0,0,0.0,2.174187583517505e-08,1.7894548012489754e-10,140.0,2.7138494788415385e-08,4.709091582234146e-12,9.983274154336386e-10,1.0,2.0,0.2457142857142857,1
105003,379317465,Sat Sep 24 18:59:07 +0000 2011,42,42,0,0,78,78,763,763,122,122,0,0,1,139.0,0.0,1.0,0.0,1529246420000.0,1529246420000.0,1316890747000.0,0,0,0,0,0,0.0,3.5930285695734627e-09,3.6730829413726086e-10,139.0,5.745078446762285e-10,0.0,1.9778138915083277e-10,0.0,1.0,0.0814285714285714,1
105004,379332481,Sat Sep 24 19:32:31 +0000 2011,5764,5764,0,0,568,568,21907,21907,147,147,9,9,1,64.0,1.0,1.0,1.0,1529240891000.0,1529240891000.0,1316892751000.0,0,0,0,0,0,0.0,1.0316549040646177e-07,2.674852720631318e-09,64.0,6.922594188957811e-10,4.238322972831314e-11,2.7144104017110772e-08,1.0,1.0,0.1642857142857142,1
105005,379337743,Sat Sep 24 19:44:39 +0000 2011,126,126,0,0,119,119,2753,2753,1695,1695,2,2,1,104.0,3.0,0.0,0.0,1529251191000.0,1529251191000.0,1316893479000.0,0,0,0,0,0,0.0,1.2963974673074272e-08,5.603752219745143e-10,104.0,7.981815136527747e-09,9.418070957554865e-12,5.933384703259565e-10,3.0,0.0,0.2485714285714285,1
105006,379345572,Sat Sep 24 20:02:45 +0000 2011,209,209,0,0,360,360,28678,28655,7959,7947,10,10,2,175.0,0.0,1.0,1.0,1529245732000.0,1529234487000.0,1316894565000.0,23,0,12,0,0,0.0657142857142857,1.3504988178379074e-07,1.695305022740939e-09,87.5,3.748036854443093e-08,4.709180618724831e-11,9.842187493134895e-10,0.0,0.5,0.0814285714285714,1
105007,379349746,Sat Sep 24 20:12:10 +0000 2011,2577,2577,0,0,292,292,111725,111725,3000,3000,41,41,1,34.0,1.0,0.0,0.0,1529251144000.0,1529251144000.0,1316895130000.0,0,0,0,0,0,0.0,5.261211957011022e-07,1.375049354618231e-09,34.0,1.4127219396762644e-08,1.9307199842242283e-10,1.2135281461819113e-08,1.0,0.0,0.0828571428571428,1
105008,379349867,Sat Sep 24 20:12:28 +0000 2011,808,808,0,0,770,770,9010,9010,3133,3133,4,4,1,122.0,2.0,1.0,1.0,1529237690000.0,1529237690000.0,1316895148000.0,0,0,0,0,0,0.0,4.2431440799083966e-08,3.6262163612979637e-09,122.0,1.47544621557747e-08,1.883748759115825e-11,3.805172493413967e-09,2.0,1.0,0.2471428571428571,1
105009,379357652,Sat Sep 24 20:29:14 +0000 2011,480,480,0,0,391,391,102748,102712,5369,5369,10,10,4,476.0,3.0,4.0,2.0,1529252813000.0,1529252232000.0,1316896154000.0,36,0,0,0,0,0.1028571428571428,4.838463765810141e-07,1.8412420022110066e-09,119.0,2.528293685388976e-08,4.70905882918416e-11,2.2603482380083972e-09,0.75,1.0,0.3878571428571428,1
105010,379357946,Sat Sep 24 20:29:57 +0000 2011,10,10,0,0,75,75,84,84,53,53,0,0,1,105.0,1.0,1.0,1.0,1529244380000.0,1529244380000.0,1316896197000.0,0,0,0,0,0,0.0,3.955767306942297e-10,3.531935095484194e-10,105.0,2.49590080080883e-10,0.0,4.7092467939789244e-11,1.0,1.0,0.1642857142857142,1
105011,379360133,Sat Sep 24 20:34:39 +0000 2011,358,358,0,0,1499,1499,23349,23349,4452,4452,8,8,1,59.0,2.0,1.0,1.0,1529230349000.0,1529230349000.0,1316896479000.0,0,0,0,0,0,0.0,1.099636153195908e-07,7.0596367880451665e-09,59.0,2.09669799735671e-08,3.767651387882677e-11,1.686023996077498e-09,2.0,1.0,0.2471428571428571,1
105012,379360860,Sat Sep 24 20:36:18 +0000 2011,2371,2371,0,0,2208,2208,27185,27185,13291,13291,14,14,1,119.0,2.0,0.0,0.0,1529243362000.0,1529243362000.0,1316896578000.0,0,0,0,0,0,0.0,1.2802171753163918e-07,1.0398085426148957e-08,119.0,6.259101150314573e-08,6.592988947739374e-11,1.116569771077861e-08,2.0,0.0,0.1657142857142857,1
105013,379369252,Sat Sep 24 20:55:51 +0000 2011,1076,1076,0,0,1308,1308,48420,48420,5058,5058,4,4,1,94.0,1.0,1.0,1.0,1529254477000.0,1529254477000.0,1316897751000.0,0,0,0,0,0,0.0,2.280125565695527e-07,6.159447005224595e-09,94.0,2.3818412043139147e-08,1.883622937377552e-11,5.066945701545615e-09,1.0,1.0,0.1642857142857142,1
105014,379371797,Sat Sep 24 21:01:42 +0000 2011,10894,10894,0,0,5945,5945,32572,32572,31314,31314,270,270,1,91.0,2.0,0.0,0.0,1529241647000.0,1529241647000.0,1316898102000.0,0,0,0,0,0,0.0,1.5339293690326213e-07,2.799708368813377e-08,91.0,1.4746857503956618e-07,1.2715244063576315e-09,5.1303655121703844e-08,2.0,0.0,0.1657142857142857,1
105015,379375846,Sat Sep 24 21:10:43 +0000 2011,247,247,0,0,150,150,38038,38038,3608,3608,1,1,1,94.0,1.0,1.0,1.0,1529254585000.0,1529254585000.0,1316898643000.0,0,0,0,0,0,0.0,1.7912378453718993e-07,7.06361209332207e-10,94.0,1.6990341621804023e-08,4.70907472888138e-12,1.1631414580337008e-09,1.0,1.0,0.1642857142857142,1
105016,379387033,Sat Sep 24 21:37:45 +0000 2011,322,322,0,0,160,160,11033,11033,423,423,0,0,1,121.0,2.0,1.0,1.0,1529228698000.0,1529228698000.0,1316900265000.0,0,0,0,0,0,0.0,5.1961952735741246e-08,7.535495728921053e-10,121.0,1.9921966833335034e-09,0.0,1.5165185154453619e-09,2.0,1.0,0.2471428571428571,1
105017,379389184,Sat Sep 24 21:43:10 +0000 2011,16,16,0,0,315,315,873,873,80,80,0,0,1,81.0,4.0,0.0,1.0,1529232955000.0,1529232955000.0,1316900590000.0,0,0,0,0,0,0.0,4.111478718753026e-09,1.4835232490345972e-09,81.0,3.767678092786279e-10,0.0,7.535356185572558e-11,4.0,0.0,0.3314285714285714,1
105018,379400542,Sat Sep 24 22:10:58 +0000 2011,767,767,0,0,568,568,17414,17414,3994,3994,3,3,1,140.0,1.0,1.0,0.0,1529250625000.0,1529250625000.0,1316902258000.0,0,0,0,0,0,0.0,8.200675261138223e-08,2.6748498612188526e-09,140.0,1.880871539737341e-08,1.4127728140240418e-11,3.6119891611881333e-09,1.0,1.0,0.1642857142857142,1
105019,379421713,Sat Sep 24 23:05:57 +0000 2011,161,161,0,0,182,182,1217,1214,2957,2952,0,0,2,250.0,8.0,2.0,2.0,1529245527000.0,1529245225000.0,1316905557000.0,3,0,5,0,0,0.0085714285714285,5.731375020915751e-09,8.571160672199397e-10,125.0,1.3925781377853637e-08,0.0,7.582180594637928e-10,4.0,1.0,0.4942857142857143,1
105020,379438608,Sat Sep 24 23:51:57 +0000 2011,6741,6741,0,0,4701,4701,62611,62611,43057,43057,56,56,1,32.0,0.0,0.0,1.0,1529254796000.0,1529254796000.0,1316908317000.0,0,0,0,0,0,0.0,2.9485301708252013e-07,2.2138346828910688e-08,32.0,2.027676663289529e-07,2.6371993669836167e-10,3.174528738006529e-08,0.0,0.0,0.0,1
105021,379442545,Sun Sep 25 00:02:31 +0000 2011,367,366,0,0,2010,2010,4089,4088,2857,2857,8,8,2,135.0,1.0,2.0,2.0,1529254694000.0,1529250431000.0,1316908951000.0,1,0,0,0,1,0.0028571428571428,1.9256331406653163e-08,9.465694822052545e-09,67.5,1.3454472689852793e-08,3.767440725195042e-11,1.7283134326832252e-09,0.5,1.0,0.2042857142857143,1
105022,379448910,Sun Sep 25 00:18:44 +0000 2011,19,19,0,0,98,98,264,264,322,322,0,0,1,141.0,3.0,0.0,1.0,1529246247000.0,1529246247000.0,1316909924000.0,0,0,0,0,0,0.0,1.243310594579713e-09,4.6153196313943896e-10,141.0,1.5164621646010135e-09,0.0,8.94806867311157e-11,3.0,0.0,0.2485714285714285,1
105023,379462728,Sun Sep 25 00:54:40 +0000 2011,406,406,0,0,283,283,7322,7318,7229,7228,1,1,2,188.0,2.0,2.0,2.0,1529254787000.0,1529236456000.0,1316912080000.0,4,0,1,0,0,0.0114285714285714,3.448199424150696e-08,1.3327512114649646e-09,94.0,3.4044022995336496e-08,4.709368238392101e-12,1.9120035047871927e-09,1.0,1.0,0.2457142857142857,1
105024,379465123,Sun Sep 25 01:01:07 +0000 2011,1307,1307,0,0,565,565,19329,19329,16409,16409,2,2,1,139.0,0.0,2.0,0.0,1529243313000.0,1529243313000.0,1316912467000.0,0,0,0,0,0,0.0,9.103246355454169e-08,2.6609416890845902e-09,139.0,7.728034013484786e-08,9.419262616228638e-12,6.1554881197054155e-09,0.0,2.0,0.1628571428571428,1
105025,379472739,Sun Sep 25 01:21:19 +0000 2011,333,333,0,0,334,334,4566,4566,1086,1086,1,1,1,140.0,0.0,1.0,0.0,1529250330000.0,1529250330000.0,1316913679000.0,0,0,0,0,0,0.0,2.150358865742872e-08,1.5729738527335064e-09,140.0,5.114519772660444e-09,4.709502553094331e-12,1.5682643501804123e-09,0.0,1.0,0.0814285714285714,1
105026,379477612,Sun Sep 25 01:33:32 +0000 2011,158,158,0,0,649,649,37131,37131,4019,4019,8,8,2,274.0,5.0,2.0,0.0,1529252496000.0,1529246689000.0,1316914412000.0,0,0,0,0,0,0.0,1.7486735916859834e-07,3.0564465298650812e-09,137.0,1.89273630254665e-08,3.7675766161665095e-11,7.440963816928856e-10,2.5,1.0,0.37,1
105027,379479184,Sun Sep 25 01:37:25 +0000 2011,287,287,0,0,234,234,6239,6239,622,622,1,1,1,140.0,4.0,1.0,1.0,1529232674000.0,1529232674000.0,1316914645000.0,0,0,0,0,0,0.0,2.9385163518073164e-08,1.1021202537632826e-09,140.0,2.9295675121400078e-09,4.709915614373003e-12,1.3517457813250518e-09,4.0,1.0,0.4128571428571428,1
105028,379485735,Sun Sep 25 01:54:06 +0000 2011,601,601,0,0,861,861,114533,114533,47741,47741,35,35,1,59.0,1.0,1.0,1.0,1529252755000.0,1529252755000.0,1316915646000.0,0,0,0,0,0,0.0,5.393922924701777e-07,4.054872952047209e-09,59.0,2.248358764270451e-07,1.6483223382305728e-10,2.8304049293616406e-09,1.0,1.0,0.1642857142857142,1
105029,379491221,Sun Sep 25 02:08:16 +0000 2011,86,86,0,0,285,285,649,649,405,405,2,2,1,79.0,1.0,1.0,0.0,1529251457000.0,1529251457000.0,1316916496000.0,0,0,0,0,0,0.0,3.056491483755235e-09,1.3422189104318061e-09,79.0,1.907363714824145e-09,9.419080073205656e-12,4.0502044314784317e-10,1.0,1.0,0.1642857142857142,1
