 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
294001,911076209252954117,Fri Sep 22 03:54:30 +0000 2017,39,39,0,0,315,315,199,199,598,598,0,0,1,112.0,1.0,1.0,1.0,1529252323000.0,1529252323000.0,1506052470000.0,0,0,0,0,0,0.0,8.577640556601802e-09,1.3577672237837024e-08,112.0,2.5776025391195367e-08,0.0,1.6810451342083934e-09,1.0,1.0,0.1642857142857142,1
294002,911079238861594628,Fri Sep 22 04:06:32 +0000 2017,1737,1722,0,0,3150,3141,9563,9506,16960,16875,4,3,11,1199.0,23.0,12.0,6.0,1529254726000.0,1529221843000.0,1506053192000.0,57,9,85,1,15,0.1885714285714285,4.121710228297836e-07,1.3576688506889245e-07,109.0,7.309861494502907e-07,1.724023937382761e-10,7.48657394808464e-08,2.090909090909091,1.0909090909090908,1.1503896103896103,1
294003,911083325963386880,Fri Sep 22 04:22:46 +0000 2017,26,26,0,0,108,108,230,230,1589,1589,0,0,1,139.0,2.0,1.0,0.0,1529254778000.0,1529254778000.0,1506054166000.0,0,0,0,0,0,0.0,9.913531591321816e-09,4.6550496167945915e-09,139.0,6.848957260265376e-08,0.0,1.1206600929320314e-09,2.0,1.0,0.2471428571428571,1
294004,911086366724780033,Fri Sep 22 04:34:51 +0000 2017,25,25,0,0,202,202,181,181,474,474,1,1,1,69.0,1.0,1.0,0.0,1529250274000.0,1529250274000.0,1506054891000.0,0,0,0,0,0,0.0,7.803277057335074e-09,8.708629644097706e-09,69.0,2.0435101244070856e-08,4.311202794107776e-11,1.0778006985269441e-09,1.0,1.0,0.1642857142857142,1
294005,911093314790686721,Fri Sep 22 05:02:28 +0000 2017,6772,6596,0,0,6766,6653,28656,28294,30745,30482,0,0,5,523.0,20.0,3.0,3.0,1529249926000.0,1529233136000.0,1506056548000.0,362,113,263,0,176,1.3571428571428572,1.235525070992246e-06,2.917211973176137e-07,104.6,1.3255938828746722e-06,0.0,2.919798918467159e-07,4.0,0.6,0.5757142857142856,1
294006,911099402240057344,Fri Sep 22 05:26:39 +0000 2017,10,10,0,0,59,59,90,87,96,96,0,0,4,549.0,8.0,0.0,3.0,1529248369000.0,1529235115000.0,1506057999000.0,3,0,0,0,0,0.0085714285714285,3.880921261713375e-09,2.544159493789879e-09,137.25,4.1396493458276e-09,0.0,4.312134735237084e-10,2.0,0.0,0.1657142857142857,1
294007,911105161082191872,Fri Sep 22 05:49:32 +0000 2017,7,7,0,0,99,99,70,70,251,251,0,0,1,143.0,1.0,2.0,0.0,1529247280000.0,1529247280000.0,1506059372000.0,0,0,0,0,0,0.0,3.018814806406856e-09,4.269466654775411e-09,143.0,1.0824607377258873e-08,0.0,3.0188148064068563e-10,1.0,2.0,0.2457142857142857,1
294008,911109003697987584,Fri Sep 22 06:04:48 +0000 2017,19,19,0,0,171,171,2433,2433,226,226,0,0,1,140.0,1.0,1.0,1.0,1529252294000.0,1529252294000.0,1506060288000.0,0,0,0,0,0,0.0,1.0490683729557505e-07,7.373230241489244e-09,140.0,9.744737044307424e-09,0.0,8.19247804609916e-10,1.0,1.0,0.1642857142857142,1
294009,911116943264026626,Fri Sep 22 06:36:21 +0000 2017,4,4,0,0,51,51,38,38,0,0,0,0,1,67.0,3.0,0.0,0.0,1529234255000.0,1529234255000.0,1506062181000.0,0,0,0,0,0,0.0,1.6399049994402744e-09,2.2009251308277367e-09,67.0,0.0,0.0,1.7262157888844995e-10,3.0,0.0,0.2485714285714285,1
294010,911132728925421568,Fri Sep 22 07:39:05 +0000 2017,148,145,0,0,1370,29,872,864,12,12,0,0,2,280.0,0.0,0.0,2.0,1529245762000.0,1529236976000.0,1506065945000.0,8,1341,0,0,3,3.854285714285714,3.761893374740621e-08,5.910314132333315e-08,140.0,5.176917488175164e-10,0.0,6.384864902082704e-09,0.0,0.0,0.0,1
