,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
26001,64785870,Tue Aug 11 18:13:00 +0000 2009,436,436,0,0,2022,2022,23942,23941,7540,7540,10,10,2,"['Ya llego el color al Luzhniki! Porque  juega Mexico chingao !!! #CreoEnTri #NadieNosLaCuenta #MEX #WorldCup鈥?https://t.co/u6HP5bBe3j', '@NellySimon_ESPN 隆En el estadio! 隆Alentar al tricolor desde la cancha! #MEX #WorldCup #NadaNosDetiene https://t.co/C8tPU8R8ic']",257,7,1,2,1.53E+12,1.53E+12,1.25E+12,1,0,0,0,0,0.002857143,8.57E-08,7.24E-09,128.5,2.70E-08,3.58E-11,1.56E-09,3.5,0.5,0.371428571,1
26002,64791434,Tue Aug 11 18:34:48 +0000 2009,351,351,0,0,133,133,33943,33943,7692,7692,2,2,1,['RT @8Fact_Footballl: Colombian fans and Mexican fans lifting up an Egyptian fan in a wheelchair so he can watch his country play. \n\n馃嚚馃嚧馃嚥馃嚱 Be鈥?],144,0,1,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.22E-07,4.76E-10,144,2.75E-08,7.16E-12,1.26E-09,0,1,0.081428571,1
26003,64792465,Tue Aug 11 18:38:28 +0000 2009,190,190,0,0,240,240,10506,10506,5045,5045,5,5,1,['I can鈥檛 believe Mexico is winning #WorldCup'],43,1,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.76E-08,8.59E-10,43,1.81E-08,1.79E-11,6.80E-10,1,0,0.082857143,1
26004,64792910,Tue Aug 11 18:39:57 +0000 2009,185,185,0,0,74,74,20030,20030,499,499,4,4,1,"['RT @Tsharz: With such kind of lies, how can God be on our side? https://t.co/VPZDfOXLef']",87,0,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,7.17E-08,2.65E-10,87,1.79E-09,1.43E-11,6.63E-10,0,1,0.081428571,1
26005,64795964,Tue Aug 11 19:22:18 +0000 2009,547,546,0,0,232,231,143947,143806,25541,25462,24,24,3,"[""RT @DFB_Team_EN: TEAM NEWS 馃搵 Here's how we line up for our #WorldCup opener 馃嚛馃嚜馃嚥馃嚱\n\n#DieMannschaft #ZSMMN #GERMEX https://t.co/2m7PpIuNWn"", 'RT @brfootball: Finally, his time comes.\n\nWelcome to the #WorldCup, Marco Reus 馃檶 https://t.co/CumGyqVVPp', 'RT @Alissonbecker: Que Deus nos aben莽oe!!! 馃嚙馃嚪X馃嚚馃嚟\n #AB1 #Deusnocontrole #Worldcup2018 https://t.co/qXHu70Flgt']",357,8,3,3,1.53E+12,1.53E+12,1.25E+12,141,1,79,0,1,0.405714286,5.16E-07,8.31E-10,119,9.15E-08,8.59E-11,1.96E-09,2.666666667,1,0.465238095,1
26006,64806972,Tue Aug 11 20:00:04 +0000 2009,410,410,0,0,933,933,3490,3488,1060,1057,4,4,2,"['#futbol #f煤tboldesdelalateral #worldcup #russia鈥?https://t.co/bl7cCWKbdC', '#futbol #f煤tboldesdelalateral #worldcup #russia鈥?https://t.co/K2LQqCOkBK']",144,8,0,2,1.53E+12,1.53E+12,1.25E+12,2,0,3,0,0,0.005714286,1.25E-08,3.34E-09,72,3.80E-09,1.43E-11,1.47E-09,4,0,0.331428571,1
26007,64812665,Tue Aug 11 20:19:54 +0000 2009,189,189,0,0,365,365,2663,2663,4919,4919,1,1,1,['Mexicooooooo!!! 馃嚥馃嚱馃挌 #WorldCup'],32,1,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,9.54E-09,1.31E-09,32,1.76E-08,3.58E-12,6.77E-10,1,0,0.082857143,1
26008,64816187,Tue Aug 11 20:34:52 +0000 2009,106,106,0,0,213,213,1187,1187,115,115,1,1,1,['RT @PSV: 隆Goaaaaaaallll @HirvingLozano70! 馃ぉ\n\n#GERMEX #WorldCup https://t.co/SBQbvx0PiV'],87,2,2,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,4.25E-09,7.63E-10,87,4.12E-10,3.58E-12,3.80E-10,2,2,0.328571429,1
26009,64816476,Tue Aug 11 20:35:55 +0000 2009,9848,9848,0,0,4357,4356,147431,147430,10983,10982,618,618,2,"[""I haven't watched any of the #WorldCup yet. I can get excited about it this year because the @ussoccer_mnt didn't qualify."", ""I haven't watched any of the #WorldCup yet. I can't get excited about it this year because the @ussoccer_mnt didn't qualify.\n\n#USA馃嚭馃嚫""]",256,3,2,0,1.53E+12,1.53E+12,1.25E+12,1,1,1,0,0,0.005714286,5.28E-07,1.56E-08,128,3.93E-08,2.21E-09,3.53E-08,1.5,1,0.287142857,1
26010,64827476,Tue Aug 11 21:23:31 +0000 2009,134,134,0,0,235,235,23220,23216,289,289,12,12,5,"['Mexico Germany has potential to be a cracker #WorldCup', 'Mexico looking lively #WorldCup', 'Hernandez is fucking shite at passing 馃檮 Mexico could be 3 or 4 up if he could pass #WorldCup', 'Bet Germany wish they could bring a player like Leroy Sane right now 馃 #WorldCup', 'God I hate Phil Neville and the sound of his voice 馃檮 #WorldCup']",322,5,0,0,1.53E+12,1.53E+12,1.25E+12,4,0,0,0,0,0.011428571,8.32E-08,8.42E-10,64.4,1.03E-09,4.30E-11,4.80E-10,1,0,0.082857143,1
26011,64829925,Tue Aug 11 21:31:42 +0000 2009,417,417,0,0,197,197,2532,2532,976,976,1,1,1,"['#CRC - #SRB Ma莽 spikerinin anlat谋艧 tarz谋, radyodan dinlenen ma莽lardaki gibi. Aniden ""Evet, 艧imdi mikrofonlar谋m谋z谋 G鈥?https://t.co/4IaSEdOHP0']",140,2,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,9.07E-09,7.06E-10,140,3.50E-09,3.58E-12,1.49E-09,2,0,0.165714286,1
26012,64830438,Tue Aug 11 21:33:31 +0000 2009,480,480,0,0,538,538,6164,6164,2676,2676,2,2,1,['RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R'],97,0,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,2.21E-08,1.93E-09,97,9.58E-09,7.16E-12,1.72E-09,0,1,0.081428571,1
26013,64830466,Tue Aug 11 21:33:38 +0000 2009,1692,1692,0,0,240,240,10910,10910,680,680,7,7,1,['Senior. Questions need senior answers https://t.co/1voUafAm7P'],61,0,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.91E-08,8.60E-10,61,2.44E-09,2.51E-11,6.06E-09,0,0,0,1
26014,64835412,Tue Aug 11 21:51:02 +0000 2009,1364,1364,0,0,1279,1279,44740,44740,1836,1836,40,40,1,['RT @reuterspictures: Mexico takes early lead against Germany as Hirving Lozano scores in 35th minute. #WorldCup https://t.co/tAtBaYdzgq'],135,1,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.60E-07,4.58E-09,135,6.58E-09,1.43E-10,4.88E-09,1,1,0.164285714,1
26015,64837442,Tue Aug 11 21:57:56 +0000 2009,275,275,0,0,162,162,2815,2815,944,944,2,2,1,"['Surely the question will be asked, would Leroy Sane have made a difference? #worldcup2018 \n#Mexico']",98,2,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.01E-08,5.80E-10,98,3.38E-09,7.16E-12,9.85E-10,2,0,0.165714286,1
26016,64840248,Tue Aug 11 22:09:38 +0000 2009,77,77,0,0,599,599,665,665,55,55,0,0,1,['RT @Pschmeichel1: Very proud 馃檶馃徎 #WorldCup https://t.co/yayZTzCbaX'],67,1,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,2.38E-09,2.15E-09,67,1.97E-10,0,2.76E-10,1,1,0.164285714,1
26017,64842515,Tue Aug 11 22:18:36 +0000 2009,687,687,0,0,307,307,10801,10801,479,479,2,2,1,['Brasil zicando tanto a Alemanha q eles est茫o perdendo #WorldCup  kkkkkkk n茫o 茅 poss铆vel'],87,1,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.87E-08,1.10E-09,87,1.72E-09,7.16E-12,2.46E-09,1,0,0.082857143,1
26018,64859158,Tue Aug 11 23:17:41 +0000 2009,1429,1429,0,0,646,646,169159,169159,20035,20035,457,457,1,"[""RT @SkyNews: The debate is back on: Who's the #GOAT? #WorldCup https://t.co/reuVGS6sG1""]",86,2,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,6.06E-07,2.31E-09,86,7.18E-08,1.64E-09,5.12E-09,2,1,0.247142857,1
26019,64859218,Tue Aug 11 23:17:55 +0000 2009,110,110,0,0,100,100,31364,31364,66,66,33,33,1,['Vamos #Mexico S铆 se puede #WorldCup #Rusia2018 #Mex'],51,4,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.12E-07,3.58E-10,51,2.36E-10,1.18E-10,3.94E-10,4,0,0.331428571,1
26020,64860684,Tue Aug 11 23:22:45 +0000 2009,446,446,0,0,683,683,18140,18140,1332,1332,0,0,1,"['Ahora es cuando el tiempo se nos va a ir lento, muuuuuy lento #VamosM茅xico #Worldcup2018']",88,2,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,6.50E-08,2.45E-09,88,4.77E-09,0,1.60E-09,2,0,0.165714286,1
26021,64863183,Tue Aug 11 23:31:24 +0000 2009,1718,1718,0,0,486,486,32214,32214,55120,55120,16,16,1,['#WorldCup ili nadoknada 5 minuta'],32,1,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.15E-07,1.74E-09,32,1.97E-07,5.73E-11,6.15E-09,1,0,0.082857143,1
