,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
20001,50278139,Wed Jun 24 11:19:16 +0000 2009,737,737,0,0,1363,1363,10100,10100,7774,7774,9,9,1,['RT @FIFAWorldCup: Wow! \n\n#MEX stun the #WorldCup champions in Moscow! \n\n#GERMEX 0-1 https://t.co/XOtAWcKD8U'],107,3,1,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,3.56E-08,4.81E-09,107,2.74E-08,3.18E-11,2.60E-09,3,1,0.33,-1
20002,50278585,Wed Jun 24 11:22:07 +0000 2009,5327,5322,0,0,5271,5267,70206,70160,1117,1115,72,72,8,"['RT @bizzleosikoya: Good luck to all the African teams #WorldCup\u2060 \u2060\n\n\u2060 \u2060\xa0\n\nNigeria 馃嚦馃嚞 \nEgypt 馃嚜馃嚞 \nMorocco 馃嚥馃嚘 \nTunisia 馃嚬馃嚦 \nSenegal 馃嚫馃嚦\nFrance 馃嚝馃嚪', 'The beautiful game https://t.co/ch1jZTX0ws', 'RT @t_evans_ug: RUSSIA UPDATE, W/CUP;\n___________________________ \n\nUganda 馃嚭馃嚞馃嚭馃嚞 has never lost a single World Cup match 鈿斤笍鈿斤笍.\n\nSometimes it鈥?, 'He is the best https://t.co/S405di1N21', ""Yeah, he is just at right place to score...he doesn't really offer much threat as a striker. But goals like him https://t.co/c3GCxpj57o"", ""RT @SenseiDojo_: I'm shook馃槰馃挃 https://t.co/ToStlnD1L2"", 'It will need an experienced crime syndicate to break it https://t.co/A6iggXv33u', 'RT @YesWeCrann: Mexico鈥檚 Rafael Marquez, now 39, becomes only the third player in history to play in five World Cups (2002, 2006, 2010, 201鈥?]",784,1,4,5,1.53E+12,1.53E+12,1.25E+12,46,4,2,0,5,0.142857143,2.48E-07,1.86E-08,98,3.94E-09,2.54E-10,1.88E-08,0.125,0.5,0.336071429,-1
20003,50286492,Wed Jun 24 12:07:05 +0000 2009,399,399,0,0,4906,4906,37280,37280,25519,25519,33,33,1,"['RT @bringbackpage3: #Halftime #worldcup #Boobs #GERMEX and Mexico looking good for their 0-1 scoreline, but never write off the Germans wit鈥?]",140,4,1,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.32E-07,1.73E-08,140,9.00E-08,1.16E-10,1.41E-09,4,1,0.412857143,-1
20004,50287451,Wed Jun 24 12:12:01 +0000 2009,3165,3165,0,0,70,70,18491,18491,269,269,41,41,1,['Que jog茫o de bola!! #MEX #GER  #WorldCup2018'],44,3,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,6.52E-08,2.47E-10,44,9.49E-10,1.45E-10,1.12E-08,3,0,0.248571429,1
20005,50288219,Wed Jun 24 12:15:53 +0000 2009,28,28,0,0,117,117,169,169,208,208,3,3,1,"['RT @TheSportsman: 馃嚢馃嚪 South Korea\'s coach Shin Tae-yong ahead of their game against Sweden: ""We put four different numbers on our players\' s鈥?]",142,0,1,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,5.96E-10,4.13E-10,142,7.34E-10,1.06E-11,9.88E-11,0,1,0.081428571,1
20006,50293886,Wed Jun 24 12:44:11 +0000 2009,179,179,0,0,238,238,1748,1748,504,504,16,16,1,['Really#germany ?! 馃槓 #WorldCup2018'],34,2,0,0,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,6.17E-09,8.40E-10,34,1.78E-09,5.65E-11,6.32E-10,2,0,0.165714286,1
20007,50295896,Wed Jun 24 12:53:03 +0000 2009,3596,3596,0,0,1308,1308,54417,54417,206,206,47,47,1,['He was spoiled by Wenger. https://t.co/kMeicHC3zd'],49,0,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,1.92E-07,4.62E-09,49,7.27E-10,1.66E-10,1.27E-08,0,0,0,1
20008,50296045,Wed Jun 24 12:53:41 +0000 2009,1157,1157,0,0,1264,1264,6785,6785,1299,1299,6,6,1,['He always does strange acts #WorldCup https://t.co/uYCtWh7vCy'],61,1,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,2.39E-08,4.46E-09,61,4.58E-09,2.12E-11,4.08E-09,1,0,0.082857143,1
20009,50296834,Wed Jun 24 12:57:19 +0000 2009,1651,1651,0,0,2948,2945,129548,129537,140,140,143,143,2,"['RT @JDFootball: *#WIN* \n\nIf Lionel Messi scores a 2018 #WorldCup goal we are offering you the chance to win a World Cup shirt of your choic鈥?, 'RT @KitSoundUK: Fancy yourself a #WorldCup Shouter? RT + follow to enter our competition to #win the Reunion Speakers and a mini goal set t鈥?]",280,4,2,0,1.53E+12,1.53E+12,1.25E+12,11,3,0,0,0,0.04,4.57E-07,1.04E-08,140,4.94E-10,5.05E-10,5.83E-09,2,1,0.328571429,-1
20010,50297084,Wed Jun 24 12:58:26 +0000 2009,756,756,0,0,692,692,16501,16501,908,908,4,4,1,"[""See ehn! Watching Germany vs mexico at the  #WorldCup has made me realise that Nigeria super eagle isn't on this le鈥?https://t.co/u688oEneZs""]",140,1,0,1,1.53E+12,1.53E+12,1.25E+12,0,0,0,0,0,0,5.82E-08,2.44E-09,140,3.20E-09,1.41E-11,2.67E-09,1,0,0.082857143,1
