Unnamed: 0,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
29001,73019569,Thu Sep 10 02:26:14 +0000 2009,91,91,0,0,131,131,3228,3228,685,685,1,1,1,"[""RT @Squawka: #MEX's Hirving Lozano is the first player in 60 years to score against #GER in their first #WorldCup game as defending champio鈥?]""",140,3,1,0,1529250000000.0,1529250000000.0,1252550000000.0,0,0,0,0,0,0.0,1.17e-08,4.73e-10,140.0,2.48e-09,3.61e-12,3.29e-10,3.0,1.0,0.33,1
29002,73021961,Thu Sep 10 02:38:57 +0000 2009,1176,1176,0,0,1861,1861,54003,54003,5150,5150,39,39,1,['RT @8bitfootball: Kolarov with the left foot! #SRB #WorldCup https://t.co/HWnHURRq9W'],84,2,1,1,1529250000000.0,1529250000000.0,1252550000000.0,0,0,0,0,0,0.0,1.95e-07,6.73e-09,84.0,1.86e-08,1.41e-10,4.25e-09,2.0,1.0,0.247142857,1
29003,73026581,Thu Sep 10 03:04:31 +0000 2009,13403,13403,0,0,1109,1109,39873,39873,4084,4084,51,51,1,['RT @umangparajuli: 啶むお啶距ぐ啷嵿 啶熰た啶班啶膏啶曕ぞ啷?啶曕啶班ぞ 啶椸ぐ啷嵿え啷佮す啷佮え啷嵿啷?啶す啶距 啶灌啶班啶ㄠ啶灌ぞ啷囙じ啷?啷?馃憞 https://t.co/jrPoMWqwrD'],98,0,1,1,1529230000000.0,1529230000000.0,1252550000000.0,0,0,0,0,0,0.0,1.44e-07,4.01e-09,98.0,1.48e-08,1.84e-10,4.84e-08,0.0,1.0,0.081428571,1
29004,73026881,Thu Sep 10 03:06:13 +0000 2009,150,150,0,0,288,288,8319,8319,5162,5162,3,3,1,['RT @oidudax: bom dia com sorriso do Firmino pra iluminar o nosso dia e nossa vit贸ria hoje馃檶馃徏馃嚙馃嚪馃挌馃挍 HOJE TEM BRASIL #WorldCup\u2060 \u2060 #Brasil #BRA\u2060鈥?],145,3,1,0,1529240000000.0,1529240000000.0,1252550000000.0,0,0,0,0,0,0.0,3.01e-08,1.04e-09,145.0,1.87e-08,1.08e-11,5.42e-10,3.0,1.0,0.33,1
29005,73032026,Thu Sep 10 03:34:36 +0000 2009,34,34,0,0,515,515,2181,2181,2593,2593,0,0,1,['RT @MesutOzil1088: M A T C H D A Y ! 鈿斤笍馃挜馃嚛馃嚜 #M1脰 #Worldcup2018 #GERMEX #DieMannschaft #Predator https://t.co/cRSMZNgFal'],121,5,1,1,1529240000000.0,1529240000000.0,1252550000000.0,0,0,0,0,0,0.0,7.88e-09,1.86e-09,121.0,9.37e-09,0.0,1.23e-10,5.0,1.0,0.495714286,1
29006,73046520,Thu Sep 10 05:05:36 +0000 2009,306,306,0,0,734,734,20805,20804,433,433,0,0,2,"['Wingi son Saiki mateni ic https://t.co/sU5lwAlIYz', ""RT @Bundesliga_EN: Come in Group E your time has come 馃憢馃憗锔廫n\nWe'll be keeping a close eye on Breel #Embolo, @YannSommer1, Filip #Kostic, Luka鈥?]""",191,2,2,1,1529230000000.0,1529230000000.0,1252560000000.0,1,0,0,0,0,0.002857143,7.52e-08,2.65e-09,95.5,1.57e-09,0.0,1.11e-09,1.0,1.0,0.245714286,1
29007,73046645,Thu Sep 10 05:06:20 +0000 2009,727,727,0,0,1887,1887,5702,5702,2090,2090,10,10,1,['RT @RussSoares: Nobody is safe #WorldCup https://t.co/skDU6seDda'],64,1,1,1,1529230000000.0,1529230000000.0,1252560000000.0,0,0,0,0,0,0.0,2.06e-08,6.82e-09,64.0,7.55e-09,3.61e-11,2.63e-09,1.0,1.0,0.164285714,1
29008,73048654,Thu Sep 10 05:19:43 +0000 2009,1006,1004,0,0,1477,1476,9745,9728,13878,13856,2,2,2,"['RT @Webmyresume: The Great American Error of 2009-2017 @BarackObama imported this religion into the American fabric! https://t.co/qBZtPlVBxt', 'RT @President1Trump: Look at this evil shit! Terrorist runs seven or eight people over on Moscow sidewalk at the #worldcup  https://t.co/m5鈥?]",280,1,3,2,1529240000000.0,1529240000000.0,1252560000000.0,17,1,22,0,2,0.051428571,3.52e-08,5.34e-09,140.0,5.02e-08,7.23e-12,3.64e-09,0.5,1.5,0.285714286,1
29009,73049638,Thu Sep 10 05:26:24 +0000 2009,2064,2064,0,0,3665,3665,25683,25683,2660,2660,53,53,1,['RT @CASS_digital: 霟嫓鞎? 鞎勳澊鞀瀫霌? 鞚措瀫 \n鞚措 鞓堨儊鞚€ 霋れ鞏挫旮?鞁滌瀾頄堧嫟!\n\n雼れ潓 彀電?雽€頃滊甑? \n雽€頃滊甑弰 鞗旊摐旎奠潉 霋れ鞏措矂毽?靾?鞛堨潉旯岇殧?\n\n#鞎堧悳雼る姅靸濌皝 #霋れ鞏措矂霠?\n#鞗旊摐旎店车鞁濍Д欤?#旃挫姢 #Cass\n#CassFresh鈥?],140,6,1,0,1529240000000.0,1529240000000.0,1252560000000.0,0,0,0,0,0,0.0,9.28e-08,1.32e-08,140.0,9.61e-09,1.92e-10,7.46e-09,6.0,1.0,0.578571429,1
29010,73050005,Thu Sep 10 05:28:52 +0000 2009,632,632,0,0,1119,1119,4329,4329,3512,3512,22,22,1,"['RT @robertjonas: After sitting out some training sessions last week, @SJEarthquakes midfielder Anibal Godoy is fit and ready to start in Pa鈥?]",140,0,2,0,1529250000000.0,1529250000000.0,1252560000000.0,0,0,0,0,0,0.0,1.56e-08,4.04e-09,140.0,1.27e-08,7.95e-11,2.28e-09,0.0,2.0,0.162857143,1
