,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
17001,43153191,Thu May 28 17:25:11 +0000 2009,13,13,0,0,32,32,112,112,382,382,0,0,1,['#WorldCup2018\n#bra\n#Canarinho\n#gobrazil\n#WakaWaka https://t.co/aByzslBt0a'],73,5,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.92E-10,1.12E-10,73,1.34E-09,0,4.55E-11,5,0,0.414285714,1
17002,43154289,Thu May 28 17:30:43 +0000 2009,72,72,0,0,124,124,534,534,39,39,2,2,1,"['RT @jeff_towers: Yo @AlexiLalas I appreciate you, Man, but can ya rep some colors other than maize and blue? As a @bigten fan + @RUAthletic鈥?]",140,0,4,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.87E-09,4.34E-10,140,1.37E-10,7.00E-12,2.52E-10,0,4,0.325714286,1
17003,43157718,Thu May 28 17:48:10 +0000 2009,1210,1210,0,0,1294,1294,13967,13967,5157,5157,22,22,1,"[""Just a thought but what if there's a penalty incident that needs VAR the ref plays on, the other team on a counter鈥?https://t.co/PesyfGtGD8""]",139,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,4.89E-08,4.53E-09,139,1.81E-08,7.70E-11,4.24E-09,0,0,0,1
17004,43163191,Thu May 28 18:15:56 +0000 2009,65,65,0,0,144,144,10793,10793,1109,1109,9,9,1,['RT @orli0404: 銆愭湕鍫便€戞棩鏈唬琛ㄣ伄銈兗銉戙兗鐧鸿銇曘倢銈媆n#銉兗銉儔銈儍銉?018 \n#銉兗銉儔銈儍銉?\n#WorldCup2018 https://t.co/L5KOn6kMvN'],94,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.78E-08,5.04E-10,94,3.88E-09,3.15E-11,2.28E-10,3,1,0.33,1
17005,43165828,Thu May 28 18:29:33 +0000 2009,58,58,0,0,182,182,1742,1742,2794,2794,2,2,1,"['RT @litster_angus: Why do so called football commentators insist on saying that 鈥淢essi missed a penalty鈥? He didn鈥檛, the goalkeeper saved i鈥?]",140,0,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,6.10E-09,6.37E-10,140,9.78E-09,7.00E-12,2.03E-10,0,1,0.081428571,1
17006,43168910,Thu May 28 18:45:31 +0000 2009,434,434,0,0,962,962,13136,13136,6708,6708,14,14,1,['RT @SamanthaQuek: To the Kirby Estate in Bermondsey... I salute you! \n\n馃彺\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f馃彺\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f馃彺\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f\n\nTop support this! #WorldCup #ThreeLions https鈥?],161,2,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,4.60E-08,3.37E-09,161,2.35E-08,4.90E-11,1.52E-09,2,1,0.247142857,1
17007,43175871,Thu May 28 19:21:30 +0000 2009,183,183,0,0,566,566,2104,2104,1555,1555,4,4,1,['RT @Pschmeichel1: Very proud 馃檶馃徎 #WorldCup https://t.co/yayZTzCbaX'],67,1,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.36E-09,1.98E-09,67,5.44E-09,1.40E-11,6.41E-10,1,1,0.164285714,1
17008,43177392,Thu May 28 19:28:57 +0000 2009,88,88,0,0,196,196,548,548,422,422,4,4,1,['Apparently Mexico sent some bad hombres to the #WorldCup. #goal \n@realDonaldTrump'],81,2,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.92E-09,6.86E-10,81,1.48E-09,1.40E-11,3.08E-10,2,1,0.247142857,1
17009,43179535,Thu May 28 19:40:00 +0000 2009,317,317,0,0,163,163,8219,8216,596,596,29,29,2,"['""That certainly put the Mexican cat amongst the German... pigeons."" Stephen Alkin 馃榿\n#WorldCup #WorldCup2018 #GERMEX #RTEsoccer', 'Kimmich playing more like Nicklas Bendtner than Philipp Lahm. Funny guy.\n#germex #WorldCup #WorldCup2018']",231,7,0,0,1.53E+12,1.53E+12,1.24E+12,3,0,0,0,0,0.008571429,2.88E-08,5.71E-10,115.5,2.09E-09,1.02E-10,1.11E-09,3.5,0,0.29,1
17010,43180237,Thu May 28 19:43:33 +0000 2009,17356,17356,0,0,1342,1342,63341,63341,25986,25986,345,345,1,['Currently surrounded by disappointed Germans &amp; one happy Mexico fan.. #GER #MEX #WorldCup https://t.co/3MSUQqkmyO'],117,3,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.22E-07,4.70E-09,117,9.10E-08,1.21E-09,6.07E-08,3,0,0.248571429,1
17011,43182390,Thu May 28 19:54:12 +0000 2009,212,212,0,0,580,580,3598,3598,5652,5652,3,3,1,['Me trying to care about the #WorldCup https://t.co/5ltJ1tcTgN'],61,1,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.26E-08,2.03E-09,61,1.98E-08,1.05E-11,7.42E-10,1,0,0.082857143,1
17012,43182659,Thu May 28 19:55:32 +0000 2009,2640,2640,0,0,1090,1090,83259,83259,5124,5124,51,51,1,['Jajaj https://t.co/dcU4BRfq7C'],29,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.91E-07,3.82E-09,29,1.79E-08,1.79E-10,9.24E-09,0,0,0,1
17013,43184305,Thu May 28 20:04:20 +0000 2009,325,325,0,0,840,840,26222,26218,494,494,19,19,4,"['Was f眉r eine beschissene Defensive. #germex #Russia2018', 'Dass ein Abwehrspieler die beste 鈥濩hance鈥?hat... #kimmich  #germex #wm2018 #russia2018', 'K枚nnten wir jetzt bitte 脰zil und Werner wechseln?!  #germex #wm2018 #russia2018', 'Werden eigentlich Wechsel, die nicht genommen werden, gutgeschrieben? Oder warum wechseln wir nicht?  #germex #wm2018 #russia2018']",349,12,0,0,1.53E+12,1.53E+12,1.24E+12,4,0,0,0,0,0.011428571,9.18E-08,2.94E-09,87.25,1.73E-09,6.65E-11,1.14E-09,3,0,0.248571429,1
17014,43185723,Thu May 28 20:11:13 +0000 2009,1264,1264,0,0,1096,1096,30261,30261,4533,4533,6,6,1,['RT @javierzanetti: Rappresentando la FIFA e sostenendo la mia Argentina in famiglia! 馃嚘馃嚪馃嚘馃嚪\n\nRepresentando la FIFA y alentando Argentina con鈥?],143,0,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.06E-07,3.84E-09,143,1.59E-08,2.10E-11,4.42E-09,0,1,0.081428571,1
17015,43186206,Thu May 28 20:13:38 +0000 2009,2868,2868,0,0,205,205,48078,48078,52471,52471,119,119,1,['InshaAllah https://t.co/u7jXgLBW9G'],34,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.68E-07,7.18E-10,34,1.84E-07,4.17E-10,1.00E-08,0,0,0,1
17016,43186402,Thu May 28 20:14:33 +0000 2009,430,430,0,0,804,804,14407,14406,11004,10993,16,16,2,"['8 am on a Sunday lets go!!!  #CRC #SRB #WorldCup https://t.co/52h7nsha2r', 'Mexico attacking early!! #WorldCup #Mex #Ger lets gooooo https://t.co/GIQIHY5l6I']",152,6,0,2,1.53E+12,1.53E+12,1.24E+12,1,0,11,0,0,0.002857143,5.04E-08,2.81E-09,76,3.85E-08,5.60E-11,1.51E-09,3,0,0.248571429,1
17017,43186601,Thu May 28 20:15:28 +0000 2009,1301,1301,0,0,366,366,4794,4794,283,283,84,84,1,"['Start your Father鈥檚 day off the right way by watching the Mexico vs. Germany matchup with us at 11 am, then enjoyin鈥?https://t.co/7dT3pnUo9C']",140,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.68E-08,1.28E-09,140,9.91E-10,2.94E-10,4.55E-09,0,0,0,1
17018,43186662,Thu May 28 20:15:47 +0000 2009,396,396,0,0,553,553,7091,7091,735,735,0,0,1,['RT @OCmayra: The streets of Moscow turned into a huge party last night. La Chona went worldwide getting people from all over the world danc鈥?],140,0,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.48E-08,1.94E-09,140,2.57E-09,0,1.39E-09,0,1,0.081428571,1
17019,43188251,Thu May 28 20:23:58 +0000 2009,200,200,0,0,135,135,15273,15273,51,51,3,3,1,['RT @FIFAWorldCup: Wow! \n\n#MEX stun the #WorldCup champions in Moscow! \n\n#GERMEX 0-1 https://t.co/XOtAWcKD8U'],107,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,5.35E-08,4.73E-10,107,1.79E-10,1.05E-11,7.00E-10,3,1,0.33,1
17020,43190401,Thu May 28 20:35:19 +0000 2009,451,451,0,0,540,540,5480,5480,253,253,5,5,1,"[""RT @HayleyMcQueen: Breaks my heart but my boyfriend isn't into football at all. It's our 1st World Cup summer together, I just made him wat鈥?]""",140,0,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.92E-08,1.89E-09,140,8.86E-10,1.75E-11,1.58E-09,0,1,0.081428571,1
17021,43192340,Thu May 28 20:45:16 +0000 2009,1142886,1142886,0,0,429786,429786,5437,5437,12482,12482,2500,2500,1,"[""Hey @Twitter @TwitterSupport! Can you make #WorldCup18 #WorldCup2018 have the same trailing emoji as #WorldCup? It's the little things 馃榿""]",137,3,2,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.90E-08,1.50E-06,137,4.37E-08,8.75E-09,4.00E-06,3,2,0.411428571,1
17022,43193098,Thu May 28 20:49:10 +0000 2009,581,581,0,0,338,338,7006,7006,1274,1274,1,1,1,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?]""",141,2,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.45E-08,1.18E-09,141,4.46E-09,3.50E-12,2.03E-09,2,1,0.247142857,1
17023,43193109,Thu May 28 20:49:16 +0000 2009,165,165,0,0,315,315,17990,17989,881,880,9,9,2,"['RT @PSV: 隆Goaaaaaaallll @HirvingLozano70! 馃ぉ\n\n#GERMEX #WorldCup https://t.co/SBQbvx0PiV', 'RT @PSV: It鈥檚 Chucky time! 馃槇\n\n#GERMEX #WorldCup https://t.co/J7ULhmAEz6']",159,4,3,2,1.53E+12,1.53E+12,1.24E+12,1,0,1,0,0,0.002857143,6.30E-08,1.10E-09,79.5,3.08E-09,3.15E-11,5.78E-10,2,1.5,0.41,1
17024,43195496,Thu May 28 21:01:14 +0000 2009,467,467,0,0,1842,1842,11609,11609,692,692,6,6,1,['RT @araujomichael_: Come莽ando o dia com esperan莽as:\n#VaiBrasil #Worldcup #VemHexa 馃嚙馃嚪 https://t.co/BBasYDv4nP'],110,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,4.06E-08,6.45E-09,110,2.42E-09,2.10E-11,1.63E-09,3,1,0.33,1
17025,43205176,Thu May 28 21:50:50 +0000 2009,754,754,0,0,342,342,30755,30755,4264,4264,1,1,1,['RT @LuzsharaColas: The only wall Mexico is paying for. #GERMEX #WorldCup https://t.co/vv4geVrDsJ'],96,2,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.08E-07,1.20E-09,96,1.49E-08,3.50E-12,2.64E-09,2,1,0.247142857,1
17026,43208458,Thu May 28 22:07:48 +0000 2009,605,605,0,0,287,287,2114,2114,2004,2004,48,48,1,['Eeeveryone in this gate holding area is crowded around their phones streaming the end of the Serbia #worldcup game鈥?https://t.co/yx1fWek8Hy'],139,1,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.40E-09,1.00E-09,139,7.01E-09,1.68E-10,2.12E-09,1,0,0.082857143,1
17027,43213827,Thu May 28 22:34:07 +0000 2009,2246,2246,0,0,341,341,38279,38279,196,196,80,80,1,['RT @fuencueochoa: As铆 la porter铆a 馃 de #MemoOchoa \n\n#Russia2018 #MexicoVSAlemania https://t.co/91nzmzU2k6'],106,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.34E-07,1.19E-09,106,6.86E-10,2.80E-10,7.86E-09,3,1,0.33,1
17028,43214609,Thu May 28 22:38:04 +0000 2009,1366,1366,0,0,621,621,34785,34785,38481,38481,23,23,1,['RT @WorIdCupUpdates: HIRVING LOZANO!! WHAT A GOAL! MEXICO ARE BEATING GERMANY!\n\n#WorldCup\u2060 \u2060#GER\u2060 \u2060#MEX\u2060 \u2060#GERMEX https://t.co/pav46ntxQd'],137,4,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.22E-07,2.17E-09,137,1.35E-07,8.05E-11,4.78E-09,4,1,0.412857143,1
17029,43214876,Thu May 28 22:39:27 +0000 2009,785,785,0,0,246,246,149866,149866,2760,2760,36,36,1,"['RT @panditfootball: Dua pemain terbaik dunia ketika melawan Islandia. Gagal maning, Son! #WorldCup https://t.co/HVgUVOnZSF']",122,1,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,5.25E-07,8.61E-10,122,9.66E-09,1.26E-10,2.75E-09,1,1,0.164285714,1
17030,43218381,Thu May 28 22:56:28 +0000 2009,204,204,0,0,570,570,7866,7866,133,133,2,2,1,['RT @MayweatherPromo: Games are never won on paper. Huge win for #MEX #Worldcup https://t.co/VrQxVHRk3I'],102,2,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.75E-08,2.00E-09,102,4.66E-10,7.00E-12,7.14E-10,2,1,0.247142857,1
17031,43218906,Thu May 28 22:59:12 +0000 2009,18590,18590,0,0,1477,1477,68817,68817,2584,2584,181,181,1,['As铆 se vive el partido de #M茅xico vs #Alemania en los tianguis de #Canc煤n  #MexicoVsAlemania #WorldCup鈥?https://t.co/qKc1IdItBV'],127,5,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.41E-07,5.17E-09,127,9.04E-09,6.34E-10,6.51E-08,5,0,0.414285714,1
17032,43221031,Thu May 28 23:10:33 +0000 2009,323,323,0,0,528,528,5140,5140,1482,1482,8,8,1,['RT @la_zar_zar_la: Video?? Someone?? #Worldcup #WorldCup2018 #Russia2018 https://t.co/RLYbYx3ZpP'],96,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.80E-08,1.85E-09,96,5.19E-09,2.80E-11,1.13E-09,3,1,0.33,1
17033,43221104,Thu May 28 23:10:55 +0000 2009,364,364,0,0,233,233,54106,54106,212,212,34,34,1,['MEU\n脷TERO https://t.co/ZB9mnRn0cq'],33,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.89E-07,8.16E-10,33,7.42E-10,1.19E-10,1.27E-09,0,0,0,1
17034,43226309,Thu May 28 23:49:36 +0000 2009,644,644,0,0,725,725,406,406,28397,28397,13,13,1,['Watching Muller CLUMP around like an over aged Clydesdale https://t.co/1WWJ26KAYZ'],81,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.42E-09,2.54E-09,81,9.94E-08,4.55E-11,2.25E-09,0,0,0,1
17035,43232938,Fri May 29 00:44:44 +0000 2009,257,257,0,0,284,284,40416,40416,6757,6757,9,9,1,['RT @FIFAWorldCup: Wow! \n\n#MEX stun the #WorldCup champions in Moscow! \n\n#GERMEX 0-1 https://t.co/XOtAWcKD8U'],107,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.41E-07,9.94E-10,107,2.37E-08,3.15E-11,9.00E-10,3,1,0.33,1
17036,43237660,Fri May 29 01:12:12 +0000 2009,850,850,0,0,2018,2018,18697,18697,3163,3163,16,16,1,['RT @TyPh3R: #VamosM茅xico #WorldCup2018 (@ Estadio Ol铆mpico Luzhniki for Germany vs Mexico in 袦芯褋泻胁邪) https://t.co/AHVidkEILC https://t.co/D鈥?],140,2,2,2,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,6.54E-08,7.06E-09,140,1.11E-08,5.60E-11,2.98E-09,2,2,0.328571429,1
17037,43239200,Fri May 29 01:20:11 +0000 2009,200,200,0,0,155,155,15642,15642,15603,15603,3,3,1,['RT @PSV: 隆Goaaaaaaallll @HirvingLozano70! 馃ぉ\n\n#GERMEX #WorldCup https://t.co/SBQbvx0PiV'],87,2,2,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,5.48E-08,5.43E-10,87,5.46E-08,1.05E-11,7.00E-10,2,2,0.328571429,1
17038,43240150,Fri May 29 01:24:49 +0000 2009,538,538,0,0,1468,1468,19410,19410,603,603,19,19,1,['#WorldCup worst game so far close'],33,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,6.79E-08,5.14E-09,33,2.11E-09,6.65E-11,1.88E-09,1,0,0.082857143,1
17039,43245725,Fri May 29 01:53:49 +0000 2009,314,314,0,0,177,177,26788,26788,13243,13243,6,6,1,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?]""",141,2,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,9.38E-08,6.20E-10,141,4.64E-08,2.10E-11,1.10E-09,2,1,0.247142857,1
17040,43252795,Fri May 29 02:32:04 +0000 2009,412,410,0,0,378,378,50624,50473,67891,67809,41,41,13,"['Exacto! 馃嚥馃嚱 https://t.co/R2KEEECWp8', 'NEIN! En verdad odio a L枚w https://t.co/ai8plSVKdU', 'RT @FIFAWorldCup: Expect plenty of colour and noise in the Luzhniki Stadium later! #GERMEX\n\n#WorldCup https://t.co/fAOWsHDIf1', 'Hate you Draxler! Get injured in the first 5 minutes! https://t.co/8MUfmWLZk3', 'RT @JonBloggs66: It鈥檚 deafening inside the Luzhniki. A wave of noise crashing down on Germany.\n\nThis is what it is to be the hunted team at鈥?, 'RT @FIFAWorldCup: HT | The #WorldCup holders have some work to do after a great half from #MEX!\n\n#GERMEX 0-1 https://t.co/CYqhNRsjsP', 'RT @JonBloggs66: Germany 1-0 down at the halftime of their first #WorldCup game in Russia.\n\nImagine the players will go into the changing r鈥?, 'RT @JonBloggs66: Scariest thing about that half from Germany鈥檚 perspective: If Mexico had shown more composure on the break, this contest w鈥?, 'RT @PSV: 隆Goaaaaaaallll @HirvingLozano70! 馃ぉ\n\n#GERMEX #WorldCup https://t.co/SBQbvx0PiV', 'RT @BlackYellow: One hour until kickoff 馃憖\n\n@woodyinho &amp; @DFB_Team_EN鈥榮 #WorldCup opener 馃嚛馃嚜 #GERMEX https://t.co/MpWwDPFCcl', 'RT @katakate87: #GERMEX #WorldCup https://t.co/FGDRpg7d4u', ""I'm all about Marco scoring his first goal in a World Cup against Mexico. He will score actually a hat-trick !馃檹馃徏馃檲馃挍馃悵鈥?https://t.co/s4tzprphPi"", 'RT @brfootball: Finally, his time comes.\n\nWelcome to the #WorldCup, Marco Reus 馃檶 https://t.co/CumGyqVVPp']",1363,13,12,10,1.53E+12,1.53E+12,1.24E+12,151,0,82,0,2,0.431428571,1.77E-07,1.32E-09,104.8461538,2.38E-07,1.44E-10,1.44E-09,1,0.923076923,1.06,1
17041,43253669,Fri May 29 02:36:46 +0000 2009,1030,1030,0,0,468,468,31328,31328,2897,2897,4,4,1,['RT @footballitalia: Germany hit the crossbar with a Toni Kroos free kick! #GERMEX #WorldCup'],91,2,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.10E-07,1.64E-09,91,1.01E-08,1.40E-11,3.61E-09,2,1,0.247142857,1
17042,43259396,Fri May 29 03:09:55 +0000 2009,63,63,0,0,173,173,2650,2650,209,209,1,1,1,"[""Yes yesssss yes! Tink it easy?? Let's go now Brazil and show them how it's done. #GERMEX #WorldCup""]",98,2,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,9.28E-09,6.06E-10,98,7.32E-10,3.50E-12,2.21E-10,2,0,0.165714286,1
17043,43265232,Fri May 29 03:46:02 +0000 2009,205,205,0,0,206,206,7510,7510,5229,5229,2,2,1,['RT @DFB_Team_EN: #WorldCup ready 馃檶\n\n#DieMannschaft #ZSMMN #GERMEX https://t.co/7kODbL1Nok'],90,4,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.63E-08,7.21E-10,90,1.83E-08,7.00E-12,7.18E-10,4,1,0.412857143,1
17044,43265590,Fri May 29 03:48:24 +0000 2009,1312,1312,0,0,1446,1446,89757,89757,257746,257746,72,72,1,"[""LET'S DO IT, COSTA RICA\n\nGOTTA SHOW UP FOR CONCACAF #WorldCup""]",61,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.14E-07,5.06E-09,61,9.02E-07,2.52E-10,4.59E-09,1,0,0.082857143,1
17045,43265830,Fri May 29 03:49:55 +0000 2009,447,447,0,0,383,383,9371,9371,114,114,2,2,1,['You https://t.co/VY6bYeBQY0'],27,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.28E-08,1.34E-09,27,3.99E-10,7.00E-12,1.56E-09,0,0,0,1
