,aggressivite,visibilite,nombreUrl,id,frequence_tweet,label
0,6.109253858602981e-05,0.0,1,102003881,0.020080276082136292,1
1,1.965801370830971e-05,0.0,1,129541273,0.006831602884785931,1
2,1.2608287244582588e-05,0.0,1,2751860326,0.004076927200777727,1
3,3.6855671927878494e-06,0.32857142857142857,0,246405521,0.0012899485174757473,1
4,0.00015815005570978539,0.1657142857142857,0,17681066,0.05425676211819145,1
5,2.087966473744804e-05,0.2457142857142857,0,440571430,0.007000391308109805,1
6,4.135701185070371e-05,0.24714285714285716,1,1003681089217613824,0.012368065809142355,-1
7,1.8450840723001417e-05,0.0,1,1331826757,0.0060110286129023485,1
8,3.4077540658862074e-05,0.16428571428571428,1,3039986505,0.011801811874059893,-1
9,0.0002244360743749334,0.16428571428571428,1,23764391,0.07836830831656974,-1
10,9.12442482565389e-07,0.08285714285714285,1,997311865343492096,0.00016970810520380028,1
11,3.285984047283779e-06,0.5771428571428571,2,721083200408317952,0.0009843439427556036,1
12,5.189805963187376e-06,1.0714285714285714,1,999828590379315200,0.00041286932197847525,1
13,1.0489736324828452e-05,0.2442857142857143,0,1120193474,0.0032704014765636493,1
14,3.203358113987179e-05,0.16428571428571428,1,23709994,0.011033220423559266,-1
15,4.4254711217065466e-05,0.1657142857142857,0,1570646100,0.015240745148280142,1
16,2.7659457010276367e-06,0.4957142857142858,0,813428621788352513,0.0007908482943507647,1
17,1.3112468340502808e-06,0.16428571428571428,1,755407119285882880,0.0003160510410319131,1
18,1.7971813384542458e-06,0.41142857142857137,0,312174225,0.0005721728393004712,1
19,1.2558414519149314e-05,0.32999999999999996,0,4756599688,0.0036365683710094274,1
20,7.400304488800091e-05,0.4957142857142858,1,925137951956246528,0.023248174036768193,-1
21,2.1289980504706692e-05,0.5771428571428571,2,1007058482271608832,0.007209761595341654,1
22,1.164624026004888e-05,0.2457142857142857,0,153374807,0.0038065849747286676,1
23,6.723032118423255e-06,0.24714285714285716,0,729714125396422658,0.002224153545962148,1
24,8.686551963870865e-05,0.2457142857142857,0,587294098,0.029993514419240436,1
25,3.132689760083092e-05,0.16428571428571428,0,164629411,0.010791291831444125,1
26,0.0001804200853568505,0.08142857142857143,1,448746820,0.04274844898666902,1
27,0.00010804635444975552,0.16428571428571428,1,2301673499,0.03742458753758855,-1
28,0.00010602466714095789,0.24714285714285716,1,248744283,0.036887022822325206,-1
29,2.6529293823031196e-05,0.0,1,505013056,0.00702010785773269,1
30,4.1739336540745495e-05,0.2457142857142857,0,962213876,0.014328430441288596,1
31,7.839176732580193e-05,0.0,1,831282715,0.027130450538594423,1
32,1.2721874240540479e-06,0.16428571428571428,0,764589646181347328,0.000263369864596721,1
33,1.8470762179323407e-06,0.16428571428571428,1,33055075,0.0006053468387970754,1
34,2.6854307917606818e-05,0.08285714285714285,1,41531747,0.008526760954129367,1
35,0.0001579591762909359,0.0,1,2516663858,0.05498479038291863,1
36,2.078061702572122e-05,0.4914285714285714,1,980469778274951169,0.006754047513106027,1
37,0.0003501336558350301,0.0,1,1007059228476018688,0.12250203684384559,1
38,4.681785071918373e-07,0.2457142857142857,0,153810935,0.00010395576530657463,1
39,4.931809654514446e-06,0.24714285714285716,1,334100690,0.0006939326798317358,1
40,6.520571724473067e-05,0.08285714285714285,0,2347723728,0.02272984554112459,1
41,4.320367465980281e-05,0.08285714285714285,1,983010822015344641,0.014074835484264846,1
42,3.910401287926959e-05,0.08142857142857143,0,4625679976,0.013540585531161437,1
43,7.381533715550765e-05,0.08142857142857143,1,290974580,0.025648472160775516,1
44,0.00023915052865317195,0.24857142857142855,1,932832652888911872,0.0834681497438489,-1
45,0.00020421860416848907,0.2442857142857143,0,505648231,0.07130616516781936,1
46,0.00016130882802320575,0.16428571428571428,1,16324394,0.0474941933469093,-1
47,1.128070556968222e-05,0.16428571428571428,1,702619177,0.0034402332335532007,1
48,7.476032577090381e-06,0.32999999999999996,0,42824274,0.0015716255488922963,1
49,2.668615185591801e-06,0.0,1,2972030807,0.00034556154957654067,1
50,1.9293156269408505e-05,0.7371428571428572,0,585116035,0.004469349869603984,1
51,7.439551828666168e-05,0.16428571428571428,1,762791903817588736,0.025617643523218693,-1
52,0.00012152993313734424,0.24714285714285716,1,348022263,0.042427836439199874,-1
53,2.74318266845953e-06,0.32999999999999996,0,245724316,0.0008113871627792946,1
54,5.125840205511752e-05,0.16428571428571428,1,186647567,0.017281809900919556,-1
55,2.267834977370428e-05,0.2457142857142857,1,160236336,0.007847383964355189,1
56,1.1655701100083133e-06,0.16428571428571428,1,1627324549,0.00016938255692226073,1
57,0.0004362420919514594,0.32999999999999996,0,1007085310084345857,0.1369854712445586,1
58,0.0001581896048916242,0.0,1,577500416,0.05419234602128369,1
59,1.611818207362797e-05,0.08285714285714285,1,4624476989,0.002098332556346933,1
60,4.7808418254182746e-05,3.2114285714285717,9,960985317019869185,0.01610094661528007,-1
61,6.427078530004187e-07,0.16428571428571428,1,2740449437,0.00017387265588417124,1
62,1.564282639280113e-06,0.2457142857142857,2,4047129195,0.00030449668404102924,1
63,3.146329605259417e-05,0.24714285714285716,1,342970324,0.010921102852279997,-1
64,1.0379550878326488e-05,0.24714285714285716,2,108490675,0.00354650883200355,1
65,0.001157382772471207,0.16428571428571428,1,927976593166864386,0.3972948394380506,-1
66,3.986536918999318e-05,0.3314285714285714,0,733563036598820864,0.013647406533069688,1
67,0.0005805893825647245,1.6485714285714286,2,982297134434340864,0.19755211039434514,-1
68,5.787100353895865e-06,0.16428571428571428,1,4827904833,0.0018592167453136024,1
69,3.907135227422547e-05,0.08285714285714285,1,324300619,0.01357724586291382,1
70,4.470885014312342e-05,0.16428571428571428,1,44159656,0.015078475709629167,-1
71,0.00016126897041756168,0.08285714285714285,1,39708680,0.05628978932927677,1
72,5.002448040466246e-05,0.08142857142857143,0,262522708,0.017307911947026616,1
73,1.1347749709338262e-05,0.08285714285714285,1,2999731361,0.0037543790313501013,1
74,0.00037067933941534317,0.08142857142857143,0,15176373,0.1297231537487558,1
75,6.27699981284301e-06,0.24857142857142855,1,779446658,0.0018481924625883563,1
76,0.00016973768224085888,0.32857142857142857,0,847185264732712965,0.052949159455208505,1
77,6.651240807373257e-07,0.08142857142857143,0,953026694872313856,0.00018079895697199893,1
78,2.1502419118618678e-05,0.0,1,2227514493,0.005314595393756949,1
79,6.9821175952448925e-06,1.987142857142857,0,378043104,0.002107294926333746,1
80,1.6219313991651167e-06,0.1657142857142857,1,114088422,0.0004888050546025918,1
81,2.7121623042322307e-05,0.32999999999999996,1,67650564,0.008892170247027133,1
82,1.2792682672323226e-05,0.2457142857142857,1,1862423785,0.004413083663151466,1
83,5.0669988609790255e-05,0.2457142857142857,1,17635282,0.017518130423219886,-1
84,4.456418074083555e-05,4.678571428571429,12,221324862,0.015287290143318068,-1
85,1.3669056709349732e-06,0.32999999999999996,1,821485363348860929,0.00046692904793363535,1
86,7.361477400129134e-05,0.24714285714285716,0,896181826800279552,0.025412246375692008,1
87,2.1615732473743587e-05,0.16428571428571428,1,947746713577463810,0.007232988744757726,1
88,0.000286378267867909,0.6614285714285715,0,162434123,0.09898783768130101,1
89,6.919628417508022e-05,0.32999999999999996,1,296005306,0.024149803625110343,-1
90,4.181227180084737e-06,0.16428571428571428,2,911655409550737408,0.001356432592450357,1
91,3.639302707977088e-05,0.08142857142857143,1,2163832784,0.01197214946389693,1
92,4.446055053867045e-05,0.1657142857142857,1,47801186,0.014127911979424198,-1
93,2.2413148553391956e-05,0.32999999999999996,0,992078850438893569,0.007772595418869704,1
94,8.549203331418103e-05,0.1657142857142857,1,174346152,0.027890334256421196,-1
95,5.910458618876316e-06,0.16428571428571428,1,39081390,0.0019401165827713225,1
96,2.1834310146666782e-06,0.24714285714285716,1,1244756438,0.0007048454489093889,1
97,1.1242482345054306e-05,0.08142857142857143,0,202709401,0.0036962909096949085,1
98,6.859558477430305e-06,0.16428571428571428,1,865380334636072960,0.0007420715102599347,1
99,3.292893542301483e-05,0.0,1,585007969,0.006465630976678418,1
100,7.683141770688965e-06,0.16428571428571428,2,3189787423,0.002485609550303312,1
101,3.128635464503556e-06,0.24714285714285716,0,1652245158,0.0009811786727665557,1
102,1.20413490764306e-05,0.9014285714285714,2,951134693466009600,0.0038240496095082953,1
103,3.411282709336937e-05,0.16428571428571428,0,274809990,0.010394898819166982,1
104,0.00037140718963939835,0.08285714285714285,1,855989030,0.1296559679122312,1
105,5.791782014926033e-05,0.32857142857142857,2,3484385358,0.019848711267605106,-1
106,1.1138832003750958e-05,0.08285714285714285,1,1004481816315613184,0.0036786361421714086,1
107,3.4419124017124854e-05,0.24714285714285716,1,2333577379,0.011791550122088726,-1
108,9.821203369992692e-05,0.5728571428571428,1,62337495,0.030686716431814774,-1
109,4.396166670316374e-05,0.16428571428571428,1,2556157100,0.014131543753144266,-1
110,8.377399805662716e-05,0.5771428571428571,0,868211025153314817,0.029207301345700532,1
111,0.0002828654500165476,0.16428571428571428,2,2528245782,0.07940402841902656,-1
112,2.76504755288101e-07,0.1657142857142857,1,67675822,5.181405480730565e-05,1
113,2.2032442978080045e-05,0.0,1,377746000,0.007133393928419569,1
114,8.136474144831727e-06,0.16428571428571428,0,887175626557358081,0.0024315540040516356,1
115,8.776501695567498e-05,0.08142857142857143,0,827352360955441153,0.0305906410579401,1
116,5.069362218689959e-05,0.48999999999999994,1,908777030589616128,0.017584653498420522,-1
117,1.0295673682392883e-05,0.4971428571428571,7,826850971833757698,0.0034776598472671854,1
118,2.6507044679703875e-05,1.9057142857142857,6,919664138296745984,0.009057493982394646,1
119,9.112818056752268e-05,0.9857142857142858,3,2354131219,0.03148632786074549,-1
120,2.2435528124866235e-05,0.08285714285714285,2,839978433627078656,0.0077235642071645785,1
121,2.1451024586888722e-06,0.16428571428571428,1,2312782287,0.00025159846594902195,1
