,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
16001,40967817,Mon May 18 21:04:32 +0000 2009,132,132,0,0,78,78,7131,7130,139,139,7,7,2,"[""RT @DFB_Team_EN: TEAM NEWS 馃搵 Here's how we line up for our #WorldCup opener 馃嚛馃嚜馃嚥馃嚱\n\n#DieMannschaft #ZSMMN #GERMEX https://t.co/2m7PpIuNWn"", 'How bias is this ref? :/ #WorldCup #GERMEX']",182,6,1,1,1.53E+12,1.53E+12,1.24E+12,1,0,0,0,0,0.002857143,2.49E-08,2.72E-10,91,4.85E-10,2.44E-11,4.61E-10,3,0.5,0.33,1
16002,40969578,Mon May 18 21:12:34 +0000 2009,169,169,0,0,292,292,1479,1479,274,274,2,2,1,['Mexico just countering mad. Should have deaded this game by now. #GERMEX #WorldCup'],82,2,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,5.16E-09,1.02E-09,82,9.56E-10,6.98E-12,5.90E-10,2,0,0.165714286,1
16003,40969657,Mon May 18 21:12:51 +0000 2009,1598,1598,0,0,2336,2336,36225,36216,190,190,50,50,6,"['驴Por qu茅 no le pegaste, Javier?\nVamos M茅xico\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania', 'Me gusta este Tri\n25 minutos buenos\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania', 'estoy m谩s nervioso que cuando te veo venir con tu carita toda bonita 馃槏\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania', 'No me despierten, d茅jenme so帽ar!!!!\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania', 'Matar o morir, no hay m谩s\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania', 'Me voy a morir de un infarto\n#Rusia2018 \n#WorldCup\n#MexicoVsAlemania \n#MEX\n#GER\n#M茅xico\n#Alemania']",652,42,0,0,1.53E+12,1.53E+12,1.24E+12,9,0,0,0,0,0.025714286,1.26E-07,8.15E-09,108.6666667,6.63E-10,1.74E-10,5.58E-09,7,0,0.58,1
16004,40977613,Mon May 18 21:49:02 +0000 2009,2250,2250,0,0,214,214,84833,84830,26169,26166,56,56,2,"['RT @Podolski10: Our #WorldCup dream starts now, let鈥檚 defend our title!! 馃弳馃嚛馃嚜鈿金煈忦煆?#LP10 #diemannschaft https://t.co/qS87hWMjEs', 'RT @FIFAWorldCup: Joachim L枚w and Juan Carlos Osorio have made their decisions... 馃嚛馃嚜馃嚥馃嚱\n\nDo you agree with them?\n\n#GERMEX // #WorldCup https鈥?]",273,5,2,1,1.53E+12,1.53E+12,1.24E+12,3,0,3,0,0,0.008571429,2.96E-07,7.47E-10,136.5,9.13E-08,1.95E-10,7.85E-09,2.5,1,0.37,1
16005,40977625,Mon May 18 21:49:05 +0000 2009,59,59,0,0,215,215,567,567,956,956,0,0,1,['1 min de jogo Mexico chega pro ataque e... Gol da Alemanha! #WorldCup'],69,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.98E-09,7.50E-10,69,3.34E-09,0,2.06E-10,1,0,0.082857143,1
16006,40980679,Mon May 18 22:03:08 +0000 2009,1554,1554,0,0,2472,2472,14863,14863,5180,5180,117,117,1,['Having early early dinner watching #worldcup鈥?https://t.co/oF7lLJiLcA'],69,1,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,5.19E-08,8.63E-09,69,1.81E-08,4.08E-10,5.42E-09,1,0,0.082857143,1
16007,40985522,Mon May 18 22:25:13 +0000 2009,19,19,0,0,70,70,318,318,1458,1458,1,1,1,['Holy crap Mexico!!! #WorldCup2018'],33,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.11E-09,2.44E-10,33,5.09E-09,3.49E-12,6.63E-11,1,0,0.082857143,1
16008,40985708,Mon May 18 22:26:02 +0000 2009,105,105,0,0,48,48,37396,37396,5895,5895,11,11,1,['RT @DFB_Team_ES: 驴Ser谩 de nuevo? 馃し\u200d鈾傦笍馃槉\n\n#GERMEX #DieMannschaft #Rusia2018 https://t.co/sDgvTA0bHG'],99,3,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.30E-07,1.68E-10,99,2.06E-08,3.84E-11,3.66E-10,3,1,0.33,1
16009,40987467,Mon May 18 22:34:14 +0000 2009,109,109,0,0,243,243,4107,4104,4140,4136,3,0,2,"['Come on #MEX beat the germans for me #WorldCup', 'RT @SportsJOE_FC: The biggest World Cup upset in years has caused an actual earthquake in Mexico City #GER #MEX #worldcup https://t.co/unTZ鈥?]",186,5,1,1,1.53E+12,1.53E+12,1.24E+12,3,0,4,3,0,0.008571429,1.43E-08,8.48E-10,93,1.44E-08,1.05E-11,3.80E-10,2.5,0.5,0.288571429,1
16010,40987691,Mon May 18 22:35:19 +0000 2009,436,436,0,0,435,435,3211,3203,1594,1586,2,2,6,"['Caralho que jogo esse da Alemanha x M茅xico #Copa2018 #WorldCup', 'Porra M茅xico da mt moleeeee vtnc #Copa2018 #worldcup', 'A Alemanha n茫o se d谩 me bem em territ贸rio Russo n茅 #Copa2018 #WorldCup', 'Vamo q vamo Brasil 馃弳馃弳馃弳馃弳馃弳馃嚙馃嚪 !!!!!! Quero a vit贸ria como presente de anivers谩rio porraaaaaaaa \n#BRA #WorldCup鈥?https://t.co/Fytc7u1eu2', 'M茅xico perde mt gol to ficando putassa j谩 #Copa2018 #WorldCup', 'Cada ataque da Germany 茅 um mini infarto pqpppppp M茅xico perde mt gol #Copa2018 #WorldCup']",473,12,0,1,1.53E+12,1.53E+12,1.24E+12,8,0,8,0,0,0.022857143,1.12E-08,1.52E-09,78.83333333,5.56E-09,6.98E-12,1.52E-09,2,0,0.165714286,1
