Unnamed: 0,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
13001,34109222,Wed Apr 22 00:29:18 +0000 2009,6358,6358,0,0,6909,6909,9982,9982,37249,37249,8,8,1,"['RT @BiologistDan: For the past several months #Russia, in preparation for the #WorldCup, has been killing its stray dogs. Thousands of them鈥?]",140,2,1,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,3.46e-08,2.39e-08,140.0,1.29e-07,2.77e-11,2.2e-08,2.0,1.0,0.247142857,1
13002,34109366,Wed Apr 22 00:29:44 +0000 2009,1854,1854,0,0,843,843,13838,13838,7693,7693,82,82,1,['The #USA didn鈥檛 qualify for the #WorldCup. Might as well root for my dad鈥檚 #Mexico. Who鈥檚 your team to win it all?鈥?https://t.co/ACPYZd8dcg'],139,3,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,4.79e-08,2.92e-09,139.0,2.66e-08,2.84e-10,6.42e-09,3.0,0.0,0.248571429,1
13003,34109949,Wed Apr 22 00:31:28 +0000 2009,520,519,0,0,837,836,23811,23796,2098,2098,25,25,3,"['This is one of the better games that I鈥檝e seen so far in the #WorldCup #Mex', 'RT @TaylorTwellman: Leroy Sane on holiday. #WorldCup https://t.co/xjVcvCkmna', 'RT @TPT_Global: 馃嚥馃嚱 鉃★笍 ""You won\'t see us holding back."" 猬咃笍 馃嚥馃嚱\n\n#MEX | #WC32 | #WorldCup https://t.co/ptw2XBxCfu']",265,6,2,2,1530000000000.0,1530000000000.0,1240000000000.0,15,1,0,0,1,0.045714286,8.24e-08,2.9e-09,88.33333333,7.26e-09,8.65e-11,1.8e-09,2.0,0.666666667,0.328571429,1
13004,34110276,Wed Apr 22 00:32:27 +0000 2009,222,222,0,0,338,338,7942,7942,638,638,1,1,2,"['Ayyyyeeee MEXICO WITH THE UPSET!!! 馃憤馃徏 #WorldCup2018', 'MEXICOOOOO 馃憤馃徏 #WorldCup']",78,2,0,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,2.75e-08,1.17e-09,39.0,2.21e-09,3.46e-12,7.68e-10,1.0,0.0,0.082857143,1
13005,34110432,Wed Apr 22 00:32:56 +0000 2009,10518,10518,0,0,610,610,10024,10024,12876,12876,22,22,1,"['RT @FSSrbije: 馃敟 POBEDA! | 馃嚚馃嚪 0-1 馃嚪馃嚫\n\n#SrcemSvim 馃馃嚪馃嚫馃\n\n馃檶 Bravo, #Orlovi! 馃憦\n\n#CRCSRB #WorldCup #SRB #FSS https://t.co/x6WvcNDrNs']",137,6,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,3.47e-08,2.11e-09,137.0,4.46e-08,7.62e-11,3.64e-08,6.0,1.0,0.578571429,1
13006,34110595,Wed Apr 22 00:33:25 +0000 2009,127,127,0,0,322,322,5074,5074,8744,8744,2,2,1,['RT @SelecaoIslandia: N煤mero de p锚naltis que diretores famosos j谩 defenderam do Messi:\n\nQuentin Taratino: 0\nChristopher Nolan: 0\nSteven Spie鈥?],140,0,1,0,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.76e-08,1.11e-09,140.0,3.03e-08,6.92e-12,4.4e-10,0.0,1.0,0.081428571,1
13007,34110683,Wed Apr 22 00:33:40 +0000 2009,2012,2012,0,0,1011,1011,50951,50942,14111,14106,10,10,6,"['G鈿絆LL #Mex 鈿絓n\nChupa Chucrute #Ger #Copa2018 #WorldCup', 'Os贸rio foi perfeito at茅 aqui, mas suas altera莽玫es recuaram muito o #MEX se conseguir segurar a #GER ser谩 um milagre!\n\n#Copa2018 #WorldCup', 'Que jogo!\n\n#MEX #GER #Copa2018 #WorldCup', 'Parece o SPFC 馃嚲馃嚜 perdendo v谩rios gols, j谩 era pra ter matado o jogo #MEX \n\n#Copa2018 #WorldCup #GER', 'Ochoa o cara do jogo!\n\n#MEX #GER \n#Copa2018 #WorldCup', 'Que vit贸ria do #MEX e o criticado professor Os贸rio fez hist贸ria!\n\n#Copa2018 #WORLDCUP']",469,23,0,0,1530000000000.0,1530000000000.0,1240000000000.0,9,0,5,0,0,0.025714286,1.76e-07,3.5e-09,78.16666667,4.88e-08,3.46e-11,6.96e-09,3.833333333,0.0,0.317619048,1
13008,34113480,Wed Apr 22 00:42:27 +0000 2009,438,438,0,0,1507,1507,13167,13167,0,0,41,41,1,['RT @IndyFootball: Mexico upping the fashion levels at the #WorldCup https://t.co/hHNzuYutDs'],91,1,1,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,4.56e-08,5.22e-09,91.0,0.0,1.42e-10,1.52e-09,1.0,1.0,0.164285714,1
13009,34115753,Wed Apr 22 00:49:14 +0000 2009,2326,2326,0,0,2669,2669,56391,56391,31870,31870,65,65,1,['#orgullo #WorldCup2018 #MexicoVsAlemania #mexico https://t.co/gu25ClRQpW'],72,4,0,1,1530000000000.0,1530000000000.0,1240000000000.0,0,0,0,0,0,0.0,1.95e-07,9.24e-09,72.0,1.1e-07,2.25e-10,8.05e-09,4.0,0.0,0.331428571,1
13010,34116023,Wed Apr 22 00:50:09 +0000 2009,28754,28752,0,0,6509,6509,573220,573204,7458,7458,999,999,4,"[""I wish these commercials would stop reminding us that America isn't in the #WorldCup because WE KNOW AND WE'RE PISSED ABOUT IT."", 'I like being a female in America instead of of other countries that actually oppress females. https://t.co/n1oYONLvoW', ""Guess I'll cheer for Germany in the #WorldCup since America and Italy didn't make it. 馃が馃が馃が馃が"", 'PLAY SOME DEFENSE, GERMANY. #worldcup']",375,3,0,1,1530000000000.0,1530000000000.0,1240000000000.0,16,0,0,0,2,0.045714286,1.98e-06,2.25e-08,93.75,2.58e-08,3.46e-09,9.95e-08,0.75,0.0,0.062142857,1
