,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
7001,21777246,Tue Feb 24 18:03:47 +0000 2009,2152,2152,0,0,186,186,8904,8904,126,126,34,34,1,['The latest The art Daily! https://t.co/XCY1Z03Llm #doublefantasy #worldcup2018'],78,2,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.03E-08,6.33E-10,78,4.29E-10,1.16E-10,7.33E-09,2,0,0.165714286,1
7002,21777511,Tue Feb 24 18:06:19 +0000 2009,46354,46354,0,0,1071,1071,18829,18829,12779,12779,150,150,1,['RT @WorIdCupLive: HIRVING LOZANO!! WHAT A GOAL! MEXICO ARE BEATING GERMANY!\n\n#WorldCup\u2060 \u2060#GER\u2060 \u2060#MEX\u2060 \u2060#GERMEX https://t.co/uwJgBSnnNT'],134,4,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,6.41E-08,3.65E-09,134,4.35E-08,5.11E-10,1.58E-07,4,1,0.412857143,1
7003,21779534,Tue Feb 24 18:27:57 +0000 2009,1104,1104,0,0,707,707,94651,94651,1418,1418,40,40,1,['RT @MesutOzil1088: M A T C H D A Y ! 鈿斤笍馃挜馃嚛馃嚜 #M1脰 #Worldcup2018 #GERMEX #DieMannschaft #Predator https://t.co/cRSMZNgFal'],121,5,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.22E-07,2.41E-09,121,4.83E-09,1.36E-10,3.76E-09,5,1,0.495714286,1
7004,21783253,Tue Feb 24 19:02:11 +0000 2009,12627,12627,0,0,2374,2374,53744,53742,537,537,139,139,3,"['Luka 馃槏 https://t.co/7zrYVtKXc9', ""RT @CPFC: @FSSrbije Completely unfazed by a slap to the face... That's our boy! 馃檶馃槄\n\n#ManLikeSerbia馃嚪馃嚫 #WorldCup https://t.co/Mt18WDPTgi"", ""RT @CPFC: @FSSrbije Completely unfazed by a slap to the face... That's our boy! 馃檶馃槄\n\n#ManLikeSerbia馃嚪馃嚫 #WorldCup https://t.co/Mt18WDPTgi""]",307,4,4,3,1.53E+12,1.53E+12,1.24E+12,2,0,0,0,0,0.005714286,1.83E-07,8.08E-09,102.3333333,1.83E-09,4.73E-10,4.30E-08,1.333333333,1.333333333,0.436190476,1
7005,21783580,Tue Feb 24 19:05:17 +0000 2009,2091,2091,0,0,705,705,26980,26980,1046,1046,140,140,1,['#WorldCup2018 this should be a great game. Germany vs. Mexico. 鈿斤笍'],65,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,9.18E-08,2.40E-09,65,3.56E-09,4.77E-10,7.12E-09,1,0,0.082857143,1
7006,21787441,Tue Feb 24 19:36:23 +0000 2009,1285,1285,0,0,3208,3208,100374,100369,45842,45838,50,50,4,"['RT @brfootball: The #ISL thunderclap has made it to the #WorldCup. This is how it started 鉂勶笍 https://t.co/wTumv2CZL9', ""RT @TheSportsman: 馃嚛馃嚜 馃敟 Germany's last 4 opening games at the #WorldCup \n\n- 2002: 8-0 v Saudi Arabia\n\n- 2006: 4-2 v Costa Rica\n\n- 2010: 4-0鈥?",419,5,4,3,1.53E+12,1.53E+12,1.24E+12,5,0,4,0,0,0.014285714,3.42E-07,1.09E-08,104.75,1.56E-07,1.70E-10,4.37E-09,1.25,1,0.429285714,1
7007,21791324,Tue Feb 24 20:11:08 +0000 2009,585,585,0,0,277,277,105921,105921,672,672,21,21,1,['Que nervoso esse jogo do M茅xico e Alemanha! O M茅xico chega na cara do gol e n茫o faz!!!! 馃槪 #WorldCup'],100,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.61E-07,9.43E-10,100,2.29E-09,7.15E-11,1.99E-09,1,0,0.082857143,1
7008,21791589,Tue Feb 24 20:13:43 +0000 2009,132,132,0,0,285,285,6563,6563,2459,2459,2,2,1,"['If Mexico beat the defending champs, does that mean we automatically become world champs? #Worldcup']",99,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.23E-08,9.70E-10,99,8.37E-09,6.81E-12,4.49E-10,1,0,0.082857143,1
7009,21794771,Tue Feb 24 20:41:15 +0000 2009,17684,17683,0,0,6,6,868882,868704,402613,402486,1040,1038,4,"['Read The TRAMP Daily 鈻?#yankees #worldcup https://t.co/MhoK01ZLsU', ""RT @BBCSport: FT #CRC 0-1 #SRB \n\nIt's a narrow win for Serbia - no European side has lost during this #WorldCup so far.\n\nLive reaction:\n\n馃摶鈥?",481,12,3,4,1.53E+12,1.53E+12,1.24E+12,178,0,127,2,1,0.508571429,2.96E-06,2.04E-11,120.25,1.37E-06,3.54E-09,6.02E-08,3,0.75,0.492857143,-1
7010,21795146,Tue Feb 24 20:44:17 +0000 2009,704,704,0,0,211,211,24977,24977,16,16,32,32,1,"['Finally getting to watch a full, live game from the #worldcup\n\n0-0 guaranteed.']",78,1,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,8.50E-08,7.18E-10,78,5.45E-11,1.09E-10,2.40E-09,1,0,0.082857143,1
7011,21795345,Tue Feb 24 20:45:46 +0000 2009,1169,1168,0,0,3552,3552,108780,108707,16880,16863,48,48,3,"['RT @DJ__NUFC: How can they say this was an accident! He even legs it! \n\n#Moscow\n#WorldCup #WorldCupRussia2018 \n\nhttps://t.co/97hqcw4FY9', 'RT @Geordioca: My Brazilian wife... https://t.co/1VFCEtCbzH', 'RT @Geordie_Hollie7: Ozil is so overrated! Was he even playing?! #GermanyvsMexico #GER #MEX #WorldCupRussia2018 #worldcup']",315,8,3,2,1.53E+12,1.53E+12,1.24E+12,73,0,17,0,1,0.208571429,3.70E-07,1.21E-08,105,5.75E-08,1.63E-10,3.98E-09,2.666666667,1,0.465238095,1
7012,21797119,Tue Feb 24 21:01:24 +0000 2009,55412,55412,0,0,107,107,70162,70162,685,685,271,271,1,['What Rafa said lol\n\nBuenos Dias! Go #Mexico! https://t.co/AC3CgRRS73'],68,1,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.39E-07,3.64E-10,68,2.33E-09,9.23E-10,1.89E-07,1,0,0.082857143,1
7013,21801129,Tue Feb 24 21:37:54 +0000 2009,445,445,0,0,1486,1486,1155,1155,1914,1914,10,10,1,['Please @espn take back the rights from @FOXSports on the #WorldCup. The coverage so far is atrocious'],100,1,2,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.93E-09,5.06E-09,100,6.52E-09,3.40E-11,1.51E-09,1,2,0.245714286,1
7014,21805147,Tue Feb 24 22:15:22 +0000 2009,703,703,0,0,2016,2016,24134,24131,33236,33223,32,32,3,"['RT @TheRedmenTV: Possibly my favourite photo from the #WorldCup so far 馃嚙馃嚪 https://t.co/2TnzE5NU4b', 'RT @MarkSimpsonHUFC: Very odd moment seeing Patrice Evra literally applauding Eni Aluko for her punditry. Bizarre. Can you imagine if he ha鈥?, 'Roy Keane would have put him through the fucking floor if he did that to him. #worldcup #itvworldcup https://t.co/jflbyq7Dvc']",363,3,2,2,1.53E+12,1.53E+12,1.24E+12,3,0,13,0,0,0.008571429,8.22E-08,6.86E-09,121,1.13E-07,1.09E-10,2.39E-09,1,0.666666667,0.245714286,1
7015,21808060,Tue Feb 24 22:45:04 +0000 2009,759,759,0,0,3678,3677,34428,34418,11647,11635,11,11,4,"['oh no @CH14_, what is you doin??? #worldcup', 'Chicharito shit the bed. Inexcusable. #Mex #WorldCup', '#Mex shot a ball on goal before or nah? #WorldCup', 'They put in Rafa Marquez鈥檚 corpse??? 馃う馃徎\u200d鈾傦笍馃う馃徎\u200d鈾傦笍馃う馃徎\u200d鈾傦笍 #Mex #WorldCup']",217,7,1,0,1.53E+12,1.53E+12,1.24E+12,10,1,12,0,0,0.031428571,1.17E-07,1.25E-08,54.25,3.97E-08,3.74E-11,2.58E-09,1.75,0.25,0.226428571,1
7016,21808307,Tue Feb 24 22:47:35 +0000 2009,120,120,0,0,365,365,6614,6604,2053,2049,14,14,4,"['RT @OptaJoe: 4 - Lionel Messi has missed four of the last seven penalties that he has taken for Barcelona &amp; Argentina combined (57%). Woe.鈥?, 'RT @FoxSportsLab: Day 3 of #Russia2018 \n\n- Wins for Denmark, Croatia and France\n\n- Jedinak scores his 2nd WC goal and the @Socceroos 12th a鈥?, 'RT @official_lesdog: The atmosphere yesterday was unreal. I was shocked by it. My section behind the goal stood for the whole game. #FRAAUS鈥?, ""RT @FourFourTwoOz: FACT: The introduction of the VAR at the #WorldCup should've created less conversation about the inconsistency with refe鈥?]""",563,3,5,0,1.53E+12,1.53E+12,1.24E+12,10,0,4,0,0,0.028571429,2.25E-08,1.24E-09,140.75,6.99E-09,4.77E-11,4.09E-10,0.75,1.25,0.469285714,1
7017,21810420,Tue Feb 24 23:11:22 +0000 2009,2337,2336,0,0,2092,2091,38509,38495,44235,44200,18,18,4,"['Izboli me komarci sino膰 onako mucki iz zasjede dok sam gledao tekmu #WorldCup', 'Moram izdr啪ati jos dva sata na plazi do Srbije #WorldCup', 'Zasto uvijek prikazu ove sto igraju igrice? #worldcup', 'Metio ga Kolarov svetski #WorldCup']",220,4,0,0,1.53E+12,1.53E+12,1.24E+12,14,1,35,0,1,0.042857143,1.31E-07,7.12E-09,55,1.51E-07,6.13E-11,7.96E-09,1,0,0.082857143,1
7018,21811526,Tue Feb 24 23:23:02 +0000 2009,2606,2606,0,0,1645,1645,21819,21819,2916,2916,183,183,1,"['Mind you, PFA Young Player of Season Leroy Sane will be fit as a fiddle for the 2018/19 season. #WorldCup #GERMEX #MCFC']",119,3,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.43E-08,5.60E-09,119,9.93E-09,6.23E-10,8.87E-09,3,0,0.248571429,1
7019,21812266,Tue Feb 24 23:31:53 +0000 2009,521,521,0,0,416,416,21753,21753,6783,6783,4,4,1,"[""RT @BobProcterr: I'm convinced Roy Keane is going to kill Slavan Bilic if he keeps touching his shoulder 馃槀 #CRONGA #WorldCup https://t.co/W鈥?]""",141,2,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.41E-08,1.42E-09,141,2.31E-08,1.36E-11,1.77E-09,2,1,0.247142857,1
7020,21814536,Tue Feb 24 23:58:31 +0000 2009,346,346,0,0,381,381,2327,2327,2279,2279,12,12,1,"['#Messi missed his #penalty in the #WorldCup but I have won with the best wife, daughters &amp; granddaughter in the wor鈥?https://t.co/GwR6SYeWWA']",144,3,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.92E-09,1.30E-09,144,7.76E-09,4.09E-11,1.18E-09,3,0,0.248571429,1
