,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,tweets,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
11001,29142183,Mon Apr 06 04:20:49 +0000 2009,907,907,0,0,539,539,218037,218037,1575,1575,12,12,1,['The general! https://t.co/lKG1Ce2u34'],36,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,7.51E-07,1.86E-09,36,5.43E-09,4.13E-11,3.12E-09,0,0,0,1
11002,29148559,Mon Apr 06 05:10:38 +0000 2009,975,975,0,0,4876,4876,104636,104636,1471,1471,110,110,1,['RT @GTokenOfficial: Join our #WorldCup #giveaway! #GamerToken offers gamers a #blockchain based marketplace for trading skins and earning i鈥?],140,4,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.61E-07,1.68E-08,140,5.07E-09,3.79E-10,3.36E-09,4,1,0.412857143,1
11003,29151579,Mon Apr 06 05:37:57 +0000 2009,7300,7300,0,0,993,993,8999,8999,2728,2728,305,305,1,['馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 馃嚥馃嚱 #mexico #WorldCup2018'],91,2,0,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.10E-08,3.42E-09,91,9.40E-09,1.05E-09,2.52E-08,2,0,0.165714286,1
11004,29152143,Mon Apr 06 05:43:35 +0000 2009,22729,22729,0,0,111,111,41342,41342,17,17,30,30,1,"['Masa penuh perlawanan antara Costa Rica vs Serbia, berakhir dgn Serbia mengutip mata penuh hasil jaringan Kolarov p鈥?https://t.co/t0Q6E2BYVQ']",140,0,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.42E-07,3.82E-10,140,5.86E-11,1.03E-10,7.83E-08,0,0,0,1
11005,29153168,Mon Apr 06 05:53:29 +0000 2009,1024,1024,0,0,1436,1436,107732,107732,77433,77433,109,109,1,['RT @FCBayern: 馃嚛馃嚜馃嚥馃嚱 WM-Auftakt f眉r die deutsche Elf! Eure Tipps. 馃憞\n\n馃啔 #GERMEX\n馃晹 17:00 Uhr\n馃搷 Moskau\n馃彑 Luschniki\n\n#WorldCup #FCBayern https://鈥?],149,3,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,3.71E-07,4.95E-09,149,2.67E-07,3.76E-10,3.53E-09,3,1,0.33,1
11006,29154177,Mon Apr 06 06:04:14 +0000 2009,433,433,0,0,599,599,3773,3773,3789,3789,16,16,1,['Same!! No mames! \n\n#WorldCup https://t.co/y6wnlgo9Ii'],52,1,0,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,1.30E-08,2.06E-09,52,1.31E-08,5.51E-11,1.49E-09,1,0,0.082857143,1
11007,29166056,Mon Apr 06 08:21:17 +0000 2009,132,132,0,0,482,482,591,591,84,84,2,2,1,"['@OptusSport  please sort these streaming issues out or give the games to SBS until you fix your issues, you are kil鈥?https://t.co/MmfUCRu7kF']",140,0,1,1,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,2.04E-09,1.66E-09,140,2.89E-10,6.89E-12,4.55E-10,0,1,0.081428571,1
11008,29166751,Mon Apr 06 08:29:18 +0000 2009,2404,2404,0,0,2014,2014,12947,12947,82792,82792,20,20,1,"['RT @Omid_M: Alireza Faghani, the Iranian referee of #GermanyvsMexico appeared consistent, calm and confident at one of the most exciting ga鈥?]",140,1,1,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,4.46E-08,6.94E-09,140,2.85E-07,6.89E-11,8.28E-09,1,1,0.164285714,1
11009,29167145,Mon Apr 06 08:33:53 +0000 2009,599,599,0,0,659,659,11959,11959,2049,2049,5,5,1,['RT @BinodKChaudhary: Congratulations team Serbia @FSSrbije for the wonderful 1-0 win over Costa Rica. The free-kick goal from Aleksandar Ko鈥?],140,0,2,0,1.53E+12,1.53E+12,1.24E+12,0,0,0,0,0,0,4.12E-08,2.27E-09,140,7.06E-09,1.72E-11,2.06E-09,0,2,0.162857143,1
11010,29168514,Mon Apr 06 08:51:11 +0000 2009,370,370,0,0,714,714,1084,1082,9,9,4,4,2,"['Fan Fest sometimes could be much more than beer. Come il tifo pu貌 alzare il livello https://t.co/5f0SwZgDHO via鈥?https://t.co/Q7Ue1vVMDG', 'Oasi di nostalgia dove facciamo una comparsa in questo Mondiale. E fitte diffuse. When you are stuck with table foo鈥?https://t.co/ijIPDztZT8']",276,0,0,3,1.53E+12,1.53E+12,1.24E+12,2,0,0,0,0,0.005714286,3.73E-09,2.46E-09,138,3.10E-11,1.38E-11,1.27E-09,0,0,0,1
